,meanscell_abundance_w_sf_0,meanscell_abundance_w_sf_1,meanscell_abundance_w_sf_2,meanscell_abundance_w_sf_3,meanscell_abundance_w_sf_4,meanscell_abundance_w_sf_5,meanscell_abundance_w_sf_6,meanscell_abundance_w_sf_7,meanscell_abundance_w_sf_8,meanscell_abundance_w_sf_9,meanscell_abundance_w_sf_10,meanscell_abundance_w_sf_11,meanscell_abundance_w_sf_12,meanscell_abundance_w_sf_13,meanscell_abundance_w_sf_14,meanscell_abundance_w_sf_15,meanscell_abundance_w_sf_16,meanscell_abundance_w_sf_17,meanscell_abundance_w_sf_18,meanscell_abundance_w_sf_19,meanscell_abundance_w_sf_20,meanscell_abundance_w_sf_21,meanscell_abundance_w_sf_22,meanscell_abundance_w_sf_23,meanscell_abundance_w_sf_24,meanscell_abundance_w_sf_25,meanscell_abundance_w_sf_26
cellid_000001596-1_1,0.22092478,0.16821134,1.2829989,0.41991803,0.38431445,0.23800871,0.19727117,0.33402598,0.25391778,0.30096585,0.32669508,0.24795231,0.35916996,0.2790242,0.25659606,0.26143044,0.34787753,0.27073953,0.26880917,0.24161218,0.31929305,0.22881012,0.21218807,0.24363,0.25786394,0.17887059,0.18138349
cellid_000001601-1_1,0.13816968,0.15332772,0.2553014,0.2898239,0.5522256,0.2463544,0.26862147,0.3010286,0.27957535,0.30007637,0.27140132,0.28449774,0.45704192,0.20280305,0.18086576,0.19475079,0.3718432,0.2424526,0.45787403,0.20751138,0.31304827,0.16015299,0.16585876,0.3129428,0.34352627,0.21607119,0.1111026
cellid_000001608-1_1,0.12706856,0.15937607,0.37558702,0.20542736,0.19494013,0.15492824,0.19640815,0.19273242,0.12801489,0.2425334,0.519644,0.26657063,0.20973289,0.36480957,0.23104265,0.27438104,0.28867808,0.15397166,0.16572838,0.14122877,0.28128365,0.20413998,0.070054196,0.24918945,0.14156446,0.1268472,0.13496843
cellid_000001617-1_1,0.17186354,0.8396658,0.33121917,0.29876718,0.34337425,0.22503819,0.38753814,0.29663202,0.24911383,0.31609762,0.2820993,0.25744352,0.2938458,0.28181726,0.2337928,0.58334154,0.29698718,0.2522821,0.25331756,0.23496096,0.22042799,0.20558459,0.15753807,0.41345572,0.25107324,0.293719,0.29874223
cellid_000001626-1_1,0.120064236,0.09745738,0.114354074,0.2746123,0.25892028,0.21440345,0.16005848,0.1985853,0.12112032,0.21150815,0.14993785,0.12970117,0.19911069,0.15274924,0.24129438,0.10312625,0.30637088,0.19866976,0.2945893,0.11320223,0.16266014,0.14549655,0.096243285,0.12718308,0.12692916,0.13836923,0.0832151
cellid_000001644-1_1,0.26492584,0.17982428,0.2425021,0.17859556,7.778237,0.31990337,0.1834084,0.46175918,0.59707135,0.40505522,0.3720422,0.25934258,0.36502838,0.21194084,0.25661895,0.14026377,0.28471616,0.3127144,0.48708218,0.36205742,0.28356174,0.27406034,0.3891745,0.21196672,0.23593882,0.28490028,0.14905274
cellid_000001647-1_1,0.16496195,0.15916759,0.5771957,0.41438475,0.4156455,0.37613162,0.32126698,0.31624678,0.27790684,0.428225,0.34234723,0.2661261,0.34445858,0.25761262,0.19904114,0.1897542,0.27683163,0.22011115,0.20597048,0.19879463,0.2544781,0.1768726,0.10826704,0.26510796,0.23933499,0.16359752,0.09626828
cellid_000001682-1_1,0.26935765,0.19747366,0.27226788,1.0557033,0.7800071,0.7973354,0.44635952,0.48454547,0.31866178,0.41988984,0.4263792,0.33209395,0.39651555,0.18955712,0.24725218,0.16040318,0.3344053,0.3157562,0.32305777,0.3927542,0.32195628,0.23668839,0.28433383,0.2939388,0.32947776,0.5835975,0.17054354
cellid_000001708-1_1,0.3013851,0.2493723,0.33043435,0.678954,0.57879126,1.2061743,0.40329868,0.34204814,0.4652976,0.549225,0.5038984,0.32285842,0.5691712,0.60601735,0.31331265,0.27327257,0.36606082,0.32972455,0.26470163,0.35443643,0.329975,0.3299408,0.25358143,0.45514476,0.3701045,0.4642553,0.18034706
cellid_000001711-1_1,0.06276455,0.17013393,1.3900781,0.0793702,0.1088777,0.09662857,0.17441428,0.17506166,0.08394398,0.21691158,0.21666385,0.19543873,0.23060606,0.16132025,0.15069349,0.15411852,0.14058757,0.08976429,0.12977445,0.119860105,0.14087676,0.11707132,0.10349781,0.19939016,0.10187719,0.10008533,0.11593303
cellid_000001713-1_1,0.66101587,0.9530726,0.4488749,0.3533523,1.1733959,0.34673777,0.34010887,0.5885868,0.9227771,0.48915824,0.49171793,0.38976133,0.4567448,0.35983458,0.6484802,0.2510292,0.5083872,0.47861645,0.48303846,0.9726684,0.434757,0.43335176,1.0197253,0.38615733,0.34479997,0.4880107,0.19758226
cellid_000001744-1_1,0.19908409,0.08191684,0.13101552,0.28116748,0.17771845,0.2614484,0.4659143,0.19744347,0.18221052,0.33352825,0.25088686,0.27044532,0.22416644,0.2587662,0.19720161,0.13402165,0.20633152,0.18093747,0.19628292,0.15241195,0.24180521,0.20004697,0.10012606,0.19288494,0.14401959,0.15628095,0.15830863
cellid_000001753-1_1,0.23988503,0.1962574,0.3526509,0.17675918,3.1772375,0.26154318,0.2656509,0.5494223,0.53257114,0.35061905,0.47715223,0.24498372,0.3204806,0.37065974,0.32894406,0.27250728,0.3180819,0.46563435,0.6338565,0.34739044,0.3042898,0.2590617,0.38795578,0.2863364,0.23834932,0.41859955,0.27556986
cellid_000001806-1_1,0.45611548,0.12659425,0.21060574,0.44661957,0.6412972,0.48350924,0.38374406,0.39325643,0.5545971,0.40542164,0.4482328,0.26179585,0.43382418,0.30516598,0.45355836,0.17464766,0.44316387,0.36998928,0.42922834,0.60847634,0.332944,0.3492911,1.1221519,0.25935376,0.376055,0.4006146,0.18178597
cellid_000001814-1_1,0.1611047,0.12726359,0.86445844,0.77346236,0.32344916,0.2515161,0.20433332,0.20980032,0.34947923,0.26901013,0.34255686,0.33865386,0.57579476,0.22414148,0.16719565,0.15241283,0.20986454,0.15565714,0.15702528,0.24898285,0.30618504,0.20280273,0.24383585,0.14084147,0.20885712,0.24713312,0.17410102
cellid_000001831-1_1,0.1322634,0.1209848,0.2756728,0.3482272,0.33772805,0.28069076,0.1700234,0.16610916,0.14705165,0.2682091,0.20784742,0.27400875,0.13486071,0.23758736,0.1726756,0.146368,0.16250506,0.17172506,0.10668892,0.17259768,0.23162013,0.240347,0.14935689,0.15709993,0.14090848,0.13530545,0.22047606
cellid_000001837-1_1,0.19614847,0.2199464,0.5208765,0.7893634,0.3980778,0.52261174,0.24076618,0.25839826,0.19973245,0.33968526,0.31980634,0.32977182,0.4819368,0.36708337,0.19172275,0.17083752,0.22139978,0.36453342,0.19667988,0.21501867,0.34050152,0.19544286,0.11116187,0.26693,0.29082844,0.21920595,0.18228297
cellid_000001848-1_1,0.17165819,0.053481773,0.14498569,0.16337806,0.32958403,0.2102587,0.13405669,0.20211533,0.1621858,0.21584684,0.25008178,0.15545784,0.22095706,0.16848393,0.14024103,0.064540416,0.16632555,0.1343857,0.2661456,0.16973944,0.15798067,0.14618027,0.107444055,0.28537992,0.17985669,0.136145,0.07908154
cellid_000001857-1_1,0.20079014,0.124253705,0.4180075,0.8382174,0.37087566,0.5297589,0.23489517,0.3419722,0.40558854,0.3204205,0.33364573,0.29812157,0.47221765,0.32720843,0.23668718,0.21019338,0.23125745,0.23468493,0.2796114,0.23406227,0.3230703,0.21119638,0.16808708,0.2555449,0.36780286,0.222508,0.21272835
cellid_000001866-1_1,0.31229073,0.15321842,0.27072263,1.4270216,0.6718046,0.54596645,0.5231984,0.2941557,0.561952,0.3454998,0.4420707,0.30456182,0.37353992,0.25717032,0.34351617,0.22002807,0.4658392,0.28661954,0.33839148,0.23745576,0.30326977,0.30200365,0.18503311,0.43204004,0.30488086,0.3119376,0.1703671
cellid_000001877-1_1,0.18615946,0.2941703,0.25322774,0.43872523,0.40913707,0.4943226,0.24085242,0.32635525,0.25410464,0.41643235,0.49980485,0.34358594,0.38236877,0.5808804,0.25131282,0.4365061,0.23022057,0.28770912,0.19952661,0.26658294,0.3089937,0.13732679,0.21614061,0.22350025,0.29887673,0.23238,0.30670473
cellid_000001894-1_1,0.35810757,0.14915626,0.28312892,0.67664754,0.74611056,0.8474227,0.35149747,0.38593745,0.39421555,0.4460365,0.42186373,0.2538923,0.30728513,0.25851724,0.28358388,0.18861094,0.31798214,0.52234465,0.30310178,0.36396268,0.2858926,0.36446008,0.3560944,0.40595546,0.2790613,0.54117113,0.13051395
cellid_000001902-1_1,0.22525574,1.2411451,0.24714747,0.34059784,0.43019143,0.8608857,0.30381805,0.3576991,0.24038415,0.37587303,0.61585194,0.3289536,0.26587975,1.3700105,0.24063145,0.25447065,0.310878,0.2486763,0.30371904,0.3168931,0.40595177,0.36584306,0.17089117,0.47802705,0.19916719,0.19923975,0.28730118
cellid_000001907-1_1,0.18676038,0.15215093,0.21026494,0.33950612,0.30176643,0.38972142,0.24536505,0.2486684,0.22840628,0.30230826,0.32400227,0.24373911,0.25795177,0.240217,0.18030886,0.2697599,0.36783332,0.2277416,0.23189941,0.26949632,0.23540397,0.18102801,0.21958178,0.2599453,0.2725676,0.1915501,0.18757644
cellid_000001923-1_1,0.41259181,0.2428808,0.7141007,0.56923085,0.43820378,0.5148408,0.5679423,0.38199767,0.33724692,0.56186765,0.5405014,0.46368217,0.55034494,0.3698718,0.38224366,0.24753448,0.58501166,0.31222388,0.24102053,0.35284543,0.42240533,0.45952484,0.5068059,0.4236255,0.3255277,0.3160015,0.2407139
cellid_000001925-1_1,0.17996217,0.083472274,0.18929745,0.14982703,1.589301,0.107331656,0.17464752,0.22481918,0.17748308,0.22071096,0.17234613,0.19474757,0.19092667,0.103708245,0.42182675,0.118089974,0.20383526,0.16446936,0.3130918,0.1766662,0.16034332,0.18635266,0.16776167,0.14083537,0.1549915,0.12079579,0.065082386
cellid_000001944-1_1,0.2634799,0.1557228,0.31434426,0.56558645,0.71720904,0.4894998,0.26864776,0.381002,0.39235047,0.3410741,0.32702237,0.24112445,0.3792733,0.21833557,0.25033292,0.17752123,0.34952164,0.29620597,0.4280311,0.3567423,0.32864773,0.33166215,0.24933009,0.2524272,0.24599832,0.20063439,0.18284422
cellid_000001966-1_1,1.8427866,0.19307043,0.35018024,0.38800922,0.44915876,0.50636137,0.41604453,0.36586282,0.61452615,0.42598575,0.36882207,0.40717053,0.3504643,0.45211637,0.54184365,0.24939239,0.36421216,0.3265467,0.26740846,0.64166456,0.49301732,0.42582473,0.64338815,0.37009352,0.32379445,0.40394887,0.1769955
cellid_000002026-1_1,0.33178666,0.2776985,0.49171463,0.21289697,6.542224,0.29385146,0.2793794,0.46873325,0.50762147,0.4144451,0.290418,0.28244138,0.30792138,0.28229696,0.19834621,0.27072483,0.30436096,0.3458839,0.38545457,0.28773203,0.28548196,0.36868045,0.712946,0.24589223,0.2701744,0.26675513,0.16111955
cellid_000002028-1_1,0.21828803,0.12037584,0.17499855,0.9667017,0.34890896,0.5075852,0.2532464,0.24518889,0.2657179,0.3614104,0.29270592,0.2363829,0.29810128,0.24812162,0.24238148,0.2985388,0.21660082,0.22248311,0.20999576,0.22306168,0.322229,0.2211051,0.32053658,0.22910161,0.20675907,0.27545565,0.16592056
cellid_000002032-1_1,0.24325581,0.11151126,0.259974,0.26570618,0.21545321,0.35837123,0.20833057,0.25359866,0.18885195,0.22176076,0.26432312,0.20756704,0.24234042,0.20450042,0.16992544,0.11532473,0.27122986,0.20156133,0.15631443,0.17972149,0.2407157,0.21283445,0.24059607,0.17269295,0.26930633,0.16016224,0.14044125
cellid_000002042-1_1,0.15687111,0.10548623,0.17159379,0.18945451,0.18477227,0.18902479,0.139891,0.29281387,0.1685175,0.26111394,0.16708204,0.46470687,0.17594506,0.16829401,0.18937041,0.18866898,0.17151293,0.17766365,0.12858543,0.24248037,0.30044413,0.2406551,0.17369463,0.18745345,0.10287328,0.15032068,0.12229392
cellid_000002088-1_1,0.82914346,0.19740158,0.27322567,0.8156747,0.56746614,1.5499561,0.5740092,0.3866141,0.58326125,0.579987,0.5742205,0.39750415,0.53560275,0.59795004,0.48957416,0.24922344,0.6282502,0.5480476,0.41649505,0.4810965,0.34675014,0.56511503,0.48534995,0.4784711,0.4253541,0.34944725,0.19451238
cellid_000002093-1_1,0.14011215,0.07187633,0.1456324,0.16776472,0.23111814,0.3615393,0.24661882,0.14965107,0.18700796,0.26853627,0.143776,0.17563589,0.20427144,0.1996999,0.12772316,0.11539841,0.20908087,0.14132008,0.14927633,0.17549583,0.18640795,0.16467509,0.06439235,0.17267084,0.12648134,0.17877312,0.09108034
cellid_000002099-1_1,0.4767908,0.14348835,0.49888477,0.4717851,0.417564,0.43579304,0.4277413,0.35435936,0.48891154,0.46854985,0.38986343,0.3459824,0.41766667,0.4122881,0.4261678,0.3068122,0.41240272,0.41794673,0.37087667,0.42719686,0.36286914,0.4633517,0.47575447,0.37845787,0.33763617,0.25256848,0.2234036
cellid_000002112-1_1,0.30362836,0.17978323,0.52675116,0.23988187,2.407627,0.29095495,0.19698434,0.3526699,0.37186033,0.3384525,0.33377704,0.32415774,0.29232064,0.42483658,0.22036067,0.22439133,0.25855312,0.2792669,0.4698537,0.32372287,0.2858412,0.23622504,0.6379431,0.21598028,0.20353104,0.20604257,0.10565628
cellid_000002127-1_1,0.20326151,0.18981752,0.3871279,0.64346313,0.663005,0.46277532,0.35741565,0.30944166,0.29059508,0.38806286,0.3163445,0.24953409,0.34895626,0.34739614,0.28233984,0.2845284,0.3800651,0.2536702,0.47289124,0.31569114,0.292773,0.24243933,0.30526328,0.26381558,0.35464984,0.42043746,0.16954647
cellid_000002145-1_1,0.63892,0.1251114,0.24081486,0.47766808,0.64266914,0.8431184,0.35081676,0.35629767,0.5196973,0.5135248,0.43463978,0.25911438,0.35770255,0.30127263,0.29455793,0.19357352,0.45317054,0.35502613,0.4134201,0.3692957,0.24420652,0.38585177,0.2492756,0.32295498,0.338242,0.31344235,0.15701479
cellid_000002148-1_1,0.17172562,0.102396145,1.2609723,0.35764563,0.29776433,0.29003304,0.2297708,0.20546421,0.26847658,0.32706365,0.29325208,0.15939501,0.25219786,0.23253681,0.192794,0.12689279,0.32182336,0.3573997,0.19504786,0.30591464,0.18600357,0.16588408,0.13481286,0.14454247,0.27877355,0.21656643,0.13787735
cellid_000002172-1_1,0.1576961,0.06846883,0.14445412,0.34448668,0.1817298,0.41338784,0.13404757,0.19363378,0.18674433,0.2629508,0.23366791,0.1476399,0.21500799,0.14216402,0.15358837,0.086303435,0.30201486,0.15791613,0.1816481,0.1733887,0.18773724,0.15562265,0.109523386,0.15650827,0.14362533,0.22546214,0.111031055
cellid_000002186-1_1,0.5299165,0.118333004,0.23244424,0.43289548,0.25434062,0.33486092,0.43456313,0.25122747,0.28537217,0.36849126,0.46707213,0.38973287,0.4082847,0.26168942,0.53173083,0.13116613,0.38234782,0.34622422,0.25327736,0.58942133,0.30062184,0.32132682,0.2144452,0.278675,0.2386803,0.29531994,0.16334723
cellid_000002190-1_1,0.13971281,0.09817276,0.5404262,0.46085468,0.49929118,0.2904468,0.19666167,0.30912286,0.17025486,0.2355234,0.21994379,0.20455666,0.2680464,0.4549513,0.19840968,0.14893857,0.28738084,0.209046,0.258205,0.1634933,0.21275376,0.13582732,0.12545022,0.25427085,0.16923614,0.1430278,0.11469348
cellid_000002210-1_1,0.4020917,0.16875765,0.7310895,0.21002701,6.001931,0.28751424,0.3294792,0.4300348,0.53383714,0.3446857,0.49106923,0.2698282,0.35841924,0.35061103,0.28784838,0.18431625,0.2943945,0.43611142,0.71420705,0.44561696,0.30327928,0.2930553,0.6714053,0.24601832,0.29295507,0.3172172,0.16952564
cellid_000002242-1_1,0.339911,0.17001882,0.27679378,0.53382975,0.5779108,0.8109341,0.39068946,0.5701498,0.45450896,0.51175636,0.7322277,0.3498423,0.40351334,0.3228841,0.28996566,0.25540015,0.4141862,0.3493865,0.46963015,0.42072895,0.36090282,0.4504633,0.2015488,0.43914664,0.4174655,0.2866601,0.24959837
cellid_000002265-1_1,0.20525433,0.7748333,0.2427227,0.6095409,0.3386014,0.45502254,0.3533361,0.40186465,0.26185775,0.37916473,0.32249606,0.2428913,0.37355468,0.4827814,0.3377169,0.24172726,0.35347354,0.29282835,0.27949968,0.29974014,0.30694693,0.32818013,0.24588713,0.26327378,0.26072082,0.26892853,0.2131906
cellid_000002299-1_1,0.16865014,0.21950002,0.24297354,0.34967792,0.4498598,0.39035824,0.20659602,0.44665036,0.1943208,0.43994704,0.39982942,0.2617924,0.30093786,0.20081607,0.25385344,0.20629326,0.25691786,0.2839598,0.28081706,0.22688806,0.26086465,0.17685787,0.19476637,0.21138959,0.16608311,0.29031387,0.103607
cellid_000002309-1_1,0.60964566,0.24002466,0.3320179,0.6085488,0.86424094,0.8756242,0.4784475,0.58333075,0.54607624,0.6233438,0.4702909,0.31549016,0.3805641,0.4150989,0.40748006,0.255177,0.4939503,0.51944643,0.7485485,0.50704,0.3673447,0.6069934,0.48811683,0.42888582,0.44216004,0.3377544,0.3026908
cellid_000002314-1_1,0.21832165,0.11404098,0.28223914,0.24488175,0.658664,0.27548358,0.22234088,0.5521783,0.30375758,0.35380092,0.27807024,0.28551406,0.30502066,0.2019085,0.26949367,0.12903713,0.22145109,0.37168178,0.7501779,0.36550435,0.2301528,0.29225075,0.35460034,0.19276983,0.26138604,0.29003194,0.15023218
cellid_000002333-1_1,0.3841756,0.25953814,0.36942714,0.6236848,0.42931136,0.78310454,0.44547158,0.2767231,0.53755856,0.41585281,0.36916125,0.22314566,0.4412693,0.39374158,0.36379373,0.1994233,0.34996513,0.3762485,0.3313937,0.44611195,0.33737496,0.48968574,0.30038604,0.31159195,0.3421779,0.23135146,0.27237692
cellid_000002336-1_1,0.38533473,1.5702673,0.35625285,0.27339137,1.7876474,0.27407515,0.2189838,0.5123879,0.5241883,0.34045202,0.32148904,0.5994766,0.25824064,0.25258708,0.20427766,0.31505278,0.3182988,0.38092658,0.53622454,0.37220463,0.35579285,0.29586595,0.40011504,0.24647947,0.2919264,0.274048,0.2131666
cellid_000002340-1_1,0.2213088,0.15750383,0.17318979,0.51705736,0.38380975,0.2551392,0.32827544,0.2928066,0.4077706,0.2955606,0.3565543,0.20998374,0.27583453,0.17986137,0.2379859,0.22020768,0.26696047,0.32301372,0.35510924,0.34454206,0.25186238,0.27751732,0.20384048,0.49595776,0.26834705,0.21685128,0.16095693
cellid_000002350-1_1,0.3758881,0.24811976,0.44972926,0.34115154,4.142006,0.36650586,0.2693041,0.48988238,0.3880995,0.40728253,0.4318047,0.47802144,0.38937786,0.50969267,0.30377215,0.30049613,0.3736185,0.41560933,0.5972725,0.37041977,0.35811657,0.31909934,0.5617305,0.2304982,0.37042916,0.36374444,0.33182797
cellid_000002411-1_1,0.13338539,0.07797021,0.21933809,0.2401337,0.22846325,0.2120907,0.19129877,0.21205448,0.24385256,0.30070126,0.3154266,0.2480475,0.22521444,0.30625072,0.17169307,0.123305514,0.20663875,0.14895721,0.17493357,0.24222945,0.28081673,0.2350769,0.10893056,0.22791113,0.16530758,0.23735884,0.22731544
cellid_000002414-1_1,0.2932394,0.09256546,0.26101,0.44150707,0.31527644,0.90959597,0.26583183,0.35075033,0.27753562,0.35464025,0.42517728,0.22786994,0.3343367,0.35908276,0.2727556,0.19850212,0.30032793,0.19532424,0.28259137,0.30872604,0.267375,0.33619732,0.17037308,0.3262994,0.1977042,0.24691468,0.1564572
cellid_000002418-1_1,0.211633,0.22036275,1.2114358,0.41829792,0.32844108,0.29823267,0.33056745,0.34113684,0.22625871,0.34624523,0.48437116,0.2863937,0.6512977,0.40716922,0.30503508,0.24944235,0.31771383,0.18005124,0.29623976,0.24942829,0.32824302,0.22800662,0.18278801,0.26782477,0.33261296,0.21310575,0.35112682
cellid_000002425-1_1,0.28592324,0.14504893,0.18916155,0.21319851,0.2065545,0.19554657,0.3558085,0.22175781,0.103006706,0.22334775,0.32025138,0.3067466,0.2615379,0.22446638,0.20512669,0.18393822,0.19193807,0.1800229,0.13808231,0.14195965,0.22137755,0.17467096,0.09314012,0.20975174,0.10978484,0.18081787,0.10407701
cellid_000002428-1_1,0.5189977,0.22267587,0.45051062,1.7639028,0.592171,0.8955012,0.5703631,0.4558678,0.6418662,0.6738616,0.89772385,0.49387193,0.6247569,0.5234753,0.40979436,0.24769583,0.73345953,0.5800059,0.68608224,0.6931255,0.52114534,0.49108714,0.5411514,0.41123393,0.55376595,0.39556873,0.24842466
cellid_000002452-1_1,0.3022079,0.17848414,0.7345028,0.19309494,3.87162,0.27836156,0.25841403,0.45675713,0.46646076,0.43012393,0.4853729,0.28558806,0.47608665,0.29954654,0.33269334,0.20139785,0.30314082,0.445448,0.62023497,0.4352287,0.3444677,0.31139815,0.690333,0.31476045,0.3981778,0.23519209,0.21499243
cellid_000002471-1_1,0.5906409,0.23247065,0.27304614,0.5138367,0.57463604,0.628375,0.6015811,0.4118036,0.3662289,0.5522844,0.48973086,0.30507314,0.35325614,0.32677177,0.47358608,0.311106,0.4892517,0.34836578,0.26990905,0.45332026,0.37918323,0.37215528,0.5128588,0.4115222,0.3401311,0.3280493,0.19985023
cellid_000002481-1_1,0.07777771,0.09336925,3.080817,0.05729259,0.0598277,0.069284044,0.085974365,0.13953517,0.036729027,0.09600696,0.113544576,0.10895234,0.15947196,0.123054646,0.07969114,0.06719646,0.098265626,0.048076853,0.071094655,0.0742311,0.110136345,0.09067726,0.032247387,0.060735244,0.06353348,0.040501844,0.043017246
cellid_000002486-1_1,0.15468991,0.09172368,0.18479094,0.46083596,0.47072756,0.34450445,0.2664352,0.2659473,0.24415241,0.3166607,0.2993559,0.16817072,0.2571792,0.1822481,0.2541663,0.15309244,0.3530735,0.16029131,0.46139103,0.25697848,0.27691594,0.21238899,0.19725746,0.30189392,0.26812592,0.2085668,0.109382436
cellid_000002531-1_1,0.10690082,0.065880485,1.1882869,0.12560229,0.139564,0.12267501,0.10132389,0.13422157,0.069408104,0.20096377,0.151647,0.21096116,0.18687329,0.19059283,0.118206136,0.1906232,0.14199558,0.08870964,0.08127382,0.124719374,0.23622483,0.1224276,0.04591062,0.1441481,0.107069805,0.06684247,0.13955314
cellid_000002537-1_1,0.21525317,0.1128954,0.18534788,0.20164907,4.26507,0.23570512,0.2430659,0.3481342,0.36095357,0.3073858,0.2868935,0.24455099,0.2975744,0.20012657,0.2690911,0.12795916,0.24656278,0.34135067,0.6104106,0.2973671,0.2402127,0.27300566,0.42602515,0.2530129,0.2563996,0.38334793,0.18375951
cellid_000002553-1_1,0.096501596,0.09560935,2.1923718,0.14716505,0.11705428,0.115563385,0.21101977,0.16149458,0.08573155,0.19366008,0.25549498,0.34055495,0.27840814,0.27230364,0.13110213,0.14859374,0.17545228,0.2258851,0.14216366,0.15171966,0.22671384,0.12128582,0.05648304,0.15239081,0.1113992,0.088489234,0.24465436
cellid_000002564-1_1,0.16168001,0.10914597,0.23427445,0.44039154,0.36174855,0.5720276,0.25112438,0.21337073,0.3248761,0.323879,0.26452914,0.23180403,0.310866,0.275455,0.23228128,0.1395429,0.23826224,0.36469668,0.25389212,0.1620704,0.20961861,0.14082733,0.2041131,0.19520985,0.24288823,0.31645805,0.14845511
