"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"mapk8ip3",1.60330924625367e-07,-2.3170940964733,0.047,0.26,0.00249490951809533,"RGC","mapk8ip3"
"plppr4a",1.60519845931951e-07,-5.6625147078889,0.007,0.184,0.00249784932254708,"RGC","plppr4a"
"myl6",1.62071538817271e-07,0.132932187083819,0.236,0.556,0.00252199521553555,"RGC","myl6"
"arpc4l",1.63171526685298e-07,-3.08050715376878,0.068,0.286,0.00253911212674993,"RGC","arpc4l"
"eef1a1a",1.65049071195646e-07,-0.783237231016611,0.412,0.709,0.00256832859687545,"RGC","eef1a1a"
"dtnbp1a",1.6529718909584e-07,-1.59994179963279,0.061,0.291,0.00257218955952037,"RGC","dtnbp1a"
"rims1a",1.65329526261705e-07,-6.00932464611714,0.02,0.209,0.00257269275815839,"RGC","rims1a"
"lpin2",1.65836230819008e-07,0.281129938971534,0.027,0.224,0.00258057758777458,"RGC","lpin2"
"kctd4",1.67302193301332e-07,-7.64599644997591,0,0.168,0.00260338942996202,"RGC","kctd4"
"limd2",1.67302193301332e-07,-5.2392001305828,0,0.168,0.00260338942996202,"RGC","limd2"
"nhsb",1.67302193301332e-07,-6.47442028004472,0,0.168,0.00260338942996202,"RGC","nhsb"
"sema3fa",1.67302193301332e-07,-7.24896035856564,0,0.168,0.00260338942996202,"RGC","sema3fa"
"si:dkey-70p6.1",1.67302193301332e-07,-5.57156387378721,0,0.168,0.00260338942996202,"RGC","si:dkey-70p6.1"
"slc35g2a",1.67302193301332e-07,-6.91227465721906,0,0.168,0.00260338942996202,"RGC","slc35g2a"
"psmd8",1.79159845198685e-07,-2.28822424536163,0.054,0.27,0.00278790635113674,"RGC","psmd8"
"slc27a1b",1.79849527247984e-07,5.52565931389378,0.243,0.056,0.00279863849350588,"RGC","slc27a1b"
"atp6ap1a",1.83445518566589e-07,-5.05601398754534,0.027,0.219,0.00285459571441469,"RGC","atp6ap1a"
"cab39l",1.84383495179122e-07,-2.0684014708089,0.169,0.418,0.00286919156848232,"RGC","cab39l"
"grid1b",1.84760999827884e-07,-6.98641933909727,0.014,0.194,0.00287506591832171,"RGC","grid1b"
"zgc:158463",1.86516467042426e-07,1.05447174079333,0.993,0.995,0.00290238274364719,"RGC","zgc:158463"
"wasf3b",1.8771860489187e-07,3.50240810280157,0.291,0.087,0.00292108921072239,"RGC","wasf3b"
"pcdh1b",1.92630076949668e-07,-2.17326956926799,0.074,0.301,0.00299751662741378,"RGC","pcdh1b"
"atrnl1b",1.95734414443848e-07,-2.06033793579998,0.047,0.26,0.00304582322316072,"RGC","atrnl1b"
"pcmt",2.08273753061296e-07,-3.04447200832954,0.081,0.306,0.00324094787138683,"RGC","pcmt"
"ND2",2.0842420204182e-07,2.9642066817722,0.77,0.781,0.00324328900797276,"RGC","ND2"
"hp1bp3",2.15558300997178e-07,-0.950858190272156,0.264,0.561,0.00335430272181708,"RGC","hp1bp3"
"h3f3a",2.1860001014586e-07,-1.07609218980511,0.27,0.546,0.00340163475787972,"RGC","h3f3a"
"pdhb",2.19681407974271e-07,-0.540308063626917,0.196,0.469,0.00341846238948764,"RGC","pdhb"
"stx12l",2.22561279726029e-07,-6.23642578860262,0.02,0.204,0.00346327607381674,"RGC","stx12l"
"atic",2.23515800859121e-07,7.97915687610203,0.155,0.01,0.00347812937716878,"RGC","atic"
"mlc1",2.23515800859121e-07,7.16147662668902,0.155,0.01,0.00347812937716878,"RGC","mlc1"
"npdc1b",2.25159187746512e-07,-1.64574477484599,0.041,0.25,0.00350370212052347,"RGC","npdc1b"
"pcdh11",2.29426236656267e-07,-3.31914843618043,0.041,0.245,0.00357010166860816,"RGC","pcdh11"
"fam184b",2.32329040311169e-07,-6.34019678930451,0.007,0.179,0.00361527219628209,"RGC","fam184b"
"plppr2b",2.32329040311169e-07,-6.15529132848176,0.007,0.179,0.00361527219628209,"RGC","plppr2b"
"dgki",2.36615714308119e-07,-5.73179205482259,0.02,0.204,0.00368197713034864,"RGC","dgki"
"srsf5a",2.38051923359128e-07,-0.981572275714986,0.372,0.663,0.00370432597939139,"RGC","srsf5a"
"fam32a",2.39588522107157e-07,-1.28348544733007,0.203,0.485,0.00372823699250946,"RGC","fam32a"
"fkbp1ab",2.39606285160382e-07,-5.40899004622454,0.027,0.214,0.00372851340338071,"RGC","fkbp1ab"
"si:ch211-195b13.1",2.3964473832224e-07,-2.77777066081021,0.081,0.306,0.00372911177303238,"RGC","si:ch211-195b13.1"
"b4galnt4b",2.40142564682859e-07,-6.26655744080544,0.007,0.179,0.00373685844902996,"RGC","b4galnt4b"
"carhsp1",2.41510994848208e-07,1.70710408278944,0.182,0.02,0.00375815259083296,"RGC","carhsp1"
"tmem178bb",2.41836851428535e-07,-2.11946471515115,0.061,0.281,0.00376322324507943,"RGC","tmem178bb"
"fundc1",2.41892466362624e-07,-0.81251127820662,0.135,0.393,0.00376408866906879,"RGC","fundc1"
"r3hdm2",2.43148424498559e-07,-3.27171487624674,0.014,0.194,0.00378363263362208,"RGC","r3hdm2"
"nfixa",2.47471120221181e-07,-1.79045259952637,0.074,0.301,0.00385089810176179,"RGC","nfixa"
"gpia",2.51158713167376e-07,-0.653416322696667,0.216,0.5,0.00390828073559755,"RGC","gpia"
"sap18",2.5452910685884e-07,-1.52524884245996,0.176,0.429,0.0039607274318304,"RGC","sap18"
"dynll2b",2.56854989647282e-07,-1.89138830920211,0.122,0.372,0.00399692049390136,"RGC","dynll2b"
"pdgfc",2.58715547633984e-07,-1.05966339926114,0.041,0.245,0.00402587263673243,"RGC","pdgfc"
"rab11a",2.59865696255812e-07,-1.90939016628096,0.074,0.306,0.0040437700994367,"RGC","rab11a"
"slc13a5a",2.61765014760565e-07,7.85847685715221,0.128,0,0.00407332539468915,"RGC","slc13a5a"
"lhfpl4b",2.67830543040513e-07,-5.34640353973106,0,0.163,0.00416771108025342,"RGC","lhfpl4b"
"ralgps1",2.67830543040513e-07,-6.73289749536622,0,0.163,0.00416771108025342,"RGC","ralgps1"
"rgs20",2.67830543040513e-07,-6.44104328872788,0,0.163,0.00416771108025342,"RGC","rgs20"
"si:dkeyp-27e10.3",2.67830543040513e-07,-6.36855938295961,0,0.163,0.00416771108025342,"RGC","si:dkeyp-27e10.3"
"ypel2b",2.67830543040513e-07,-4.36046153876177,0,0.163,0.00416771108025342,"RGC","ypel2b"
"cct7",2.71234784347039e-07,-1.23314443862777,0.372,0.633,0.00422068447922428,"RGC","cct7"
"papola",2.74316094250772e-07,-1.15008250315108,0.128,0.388,0.00426863274263626,"RGC","papola"
"uck2a",2.74481969019879e-07,-3.60526693074271,0.027,0.219,0.00427121391991834,"RGC","uck2a"
"selenof",2.78022275483989e-07,-0.92850751885465,0.128,0.383,0.00432630462880636,"RGC","selenof"
"LOC101883130",2.78669322576504e-07,-2.57823083770952,0.014,0.194,0.00433637332861298,"RGC","LOC101883130"
"cbr1l",2.81119966820639e-07,6.11801315894447,0.142,0.005,0.00437450780369597,"RGC","cbr1l"
"dlg3",2.85592127681938e-07,-2.95841405545977,0.02,0.209,0.00444409909885865,"RGC","dlg3"
"gadd45ga",2.87551546534675e-07,-3.24666578317136,0.014,0.194,0.00447458961562608,"RGC","gadd45ga"
"rerea",2.88022556132167e-07,-1.98512644950728,0.155,0.413,0.00448191899597265,"RGC","rerea"
"gphnb",2.93624257392782e-07,-2.93891680512565,0.014,0.194,0.00456908706928908,"RGC","gphnb"
"phlda1",2.93869951768349e-07,-2.27065960944029,0.027,0.219,0.00457291031946728,"RGC","phlda1"
"dnaaf9",2.95423204584308e-07,-2.25315196019023,0.088,0.321,0.00459708048653642,"RGC","dnaaf9"
"ndufb8",2.97486432340542e-07,-0.442665301992089,0.257,0.551,0.00462918637365117,"RGC","ndufb8"
"pgrmc2",2.98267614398618e-07,-2.26051516504809,0.095,0.327,0.00464134234765689,"RGC","pgrmc2"
"dusp1",2.99820720366415e-07,4.22108098891808,0.216,0.041,0.00466551022962178,"RGC","dusp1"
"myt1a",3.08069165560354e-07,-4.43903975018787,0.02,0.204,0.00479386428528467,"RGC","myt1a"
"mapk11",3.12526879923378e-07,-1.37274095191012,0.02,0.209,0.00486323077848768,"RGC","mapk11"
"lingo1b",3.20765773118018e-07,-4.16725119753052,0.02,0.204,0.00499143619548948,"RGC","lingo1b"
"cyc1",3.29186778702111e-07,-1.62167156837132,0.142,0.388,0.00512247546338356,"RGC","cyc1"
"si:ch211-14c7.2",3.29995211253683e-07,-2.46915633807096,0.007,0.179,0.00513505548231856,"RGC","si:ch211-14c7.2"
"uncx",3.29995211253683e-07,-3.62485754396506,0.007,0.179,0.00513505548231856,"RGC","uncx"
"lman2lb",3.37833632880694e-07,1.34139028003349,0.635,0.49,0.00525702916125647,"RGC","lman2lb"
"cdon",3.40488542215986e-07,3.38881180656959,0.142,0.005,0.00529834220542296,"RGC","cdon"
"dnajc5ab",3.43509457505052e-07,-2.33247302079459,0.081,0.306,0.00534535066823611,"RGC","dnajc5ab"
"arpc3",3.44081959176411e-07,-1.1804715253865,0.149,0.393,0.00535425936674414,"RGC","arpc3"
"ing4",3.52564676377829e-07,-1.37476201403605,0.061,0.281,0.0054862589291154,"RGC","ing4"
"btbd8",3.52755730513965e-07,-4.30637824147867,0.041,0.235,0.00548923192252781,"RGC","btbd8"
"ttc9",3.66614021935982e-07,-4.71516482054137,0.014,0.189,0.00570488079534581,"RGC","ttc9"
"zgc:171679",3.67825812620223e-07,6.37673891240493,0.162,0.015,0.00572373747018329,"RGC","zgc:171679"
"sox2",3.70914571127928e-07,2.39373505980689,0.318,0.107,0.00577180164132169,"RGC","sox2"
"tmem255a",3.72799883791599e-07,-3.76716837477986,0.027,0.214,0.00580113899168107,"RGC","tmem255a"
"trpc1",3.74676920943569e-07,-6.97707475002581,0.007,0.173,0.00583034756680287,"RGC","trpc1"
"cahz",3.77036474483117e-07,8.36030172108395,0.162,0.015,0.00586706457943179,"RGC","cahz"
"rab42a",3.78816493531694e-07,-6.09613686364776,0.007,0.173,0.00589476345584668,"RGC","rab42a"
"mtcl2",3.80989243037024e-07,-3.31133883800121,0.047,0.25,0.00592857361089914,"RGC","mtcl2"
"dner",3.83000186260739e-07,-5.02578881066353,0.007,0.173,0.00595986589840336,"RGC","dner"
"uqcrh",3.90376030981097e-07,-0.774768342646607,0.223,0.505,0.00607464141809684,"RGC","uqcrh"
"mdh1aa",3.93639662533285e-07,-0.558882557043146,0.419,0.745,0.00612542678868045,"RGC","mdh1aa"
"neurod2",3.95820525627944e-07,-6.4364707698759,0.007,0.173,0.00615936319929644,"RGC","neurod2"
"atp5f1d",3.98492289620833e-07,-0.38572046390623,0.196,0.474,0.00620093851878978,"RGC","atp5f1d"
"tm9sf2",4.03225004836197e-07,-1.61607356656425,0.115,0.357,0.00627458430025606,"RGC","tm9sf2"
"pde4ba",4.06459755586152e-07,-2.43240867300942,0.142,0.388,0.00632492025667612,"RGC","pde4ba"
"ND4L",4.10183815354615e-07,3.00892229881219,0.764,0.643,0.00638287035073316,"RGC","ND4L"
"brd2a",4.25793934332488e-07,-0.870234062645855,0.209,0.495,0.00662577941214784,"RGC","brd2a"
"calcr",4.27816919372925e-07,-5.18283503969074,0,0.158,0.00665725908236208,"RGC","calcr"
"cdk15",4.27816919372925e-07,-7.3480220027444,0,0.158,0.00665725908236208,"RGC","cdk15"
"prkab1b",4.28235428296663e-07,4.79552593289019,0.176,0.02,0.00666377149972438,"RGC","prkab1b"
"lnx1",4.28701074270638e-07,-2.75621133114378,0.041,0.24,0.0066710174167254,"RGC","lnx1"
"ascl1a",4.30899801009084e-07,4.10683601072178,0.203,0.036,0.00670523180350235,"RGC","ascl1a"
"scrt2",4.44834735639823e-07,-3.2597175998586,0.061,0.265,0.00692207332129129,"RGC","scrt2"
"gpr63",4.53375807029708e-07,-4.4037959413866,0.02,0.199,0.00705498093318929,"RGC","gpr63"
"macroh2a2",4.56569215798479e-07,-0.890146591311385,0.318,0.577,0.00710467356704012,"RGC","macroh2a2"
"rab40b",4.59620955629193e-07,-2.80762213275119,0.047,0.25,0.00715216169054588,"RGC","rab40b"
"hnrnpa0a",4.69844161671856e-07,-1.89547538877876,0.176,0.413,0.00731124499977575,"RGC","hnrnpa0a"
"eef1a1b",4.73255676794402e-07,-1.987139992724,0.115,0.347,0.0073643315865977,"RGC","eef1a1b"
"rdh8a",4.8319381192782e-07,4.79904614222143,0.182,0.026,0.00751897890740881,"RGC","rdh8a"
"ksr2",4.85862087715502e-07,-3.51641848368904,0.014,0.189,0.00756049994694093,"RGC","ksr2"
"rbm8a",4.93412904454188e-07,-0.77773552543686,0.25,0.531,0.00767799820621162,"RGC","rbm8a"
"tmed10",5.00500331692686e-07,-1.47180480752894,0.23,0.48,0.00778828566146989,"RGC","tmed10"
"cdh2",5.03221746024803e-07,-0.935055670385077,0.169,0.413,0.00783063358989197,"RGC","cdh2"
"tub",5.03299617608494e-07,-1.27145856420155,0.02,0.204,0.00783184534960578,"RGC","tub"
"fbrs",5.09019184083319e-07,-2.0335781972814,0.061,0.27,0.00792084752352053,"RGC","fbrs"
"cct3",5.09453224575944e-07,-0.94036599932805,0.264,0.556,0.00792760162762626,"RGC","cct3"
"elavl1b",5.13542471632127e-07,-2.17212922984924,0.155,0.383,0.00799123440106753,"RGC","elavl1b"
"ss18",5.13619021285645e-07,-1.89201546119408,0.142,0.383,0.00799242559022592,"RGC","ss18"
"bmerb1",5.17043410822558e-07,-2.61353275700633,0.014,0.189,0.00804571251580982,"RGC","bmerb1"
"kif1ab",5.27563330483928e-07,-1.78973065650375,0.122,0.362,0.0082094129856604,"RGC","kif1ab"
"dkk3a",5.40252801368404e-07,-5.51956650879318,0.014,0.184,0.00840687384209373,"RGC","dkk3a"
"si:ch211-170a17.1",5.43094533328384e-07,-2.21229164653776,0.007,0.173,0.00845109403312299,"RGC","si:ch211-170a17.1"
"pitpnab",5.53007315542701e-07,-1.61720359681588,0.041,0.24,0.00860534683715998,"RGC","pitpnab"
"fto",5.5414427858942e-07,-3.94237593831676,0.02,0.199,0.00862303911912997,"RGC","fto"
"abi3a",5.60759199773933e-07,8.05113399434403,0.122,0,0.00872597390768217,"RGC","abi3a"
"aoc2",5.60759199773933e-07,7.28265621121178,0.122,0,0.00872597390768217,"RGC","aoc2"
"ca8",5.60759199773933e-07,9.41837540042042,0.122,0,0.00872597390768217,"RGC","ca8"
"si:ch73-288o11.5",5.60759199773933e-07,7.08039762098964,0.122,0,0.00872597390768217,"RGC","si:ch73-288o11.5"
"vamp5",5.60759199773933e-07,8.80789285401976,0.122,0,0.00872597390768217,"RGC","vamp5"
"rfx4",5.6735498077188e-07,5.07814962073275,0.135,0.005,0.00882861085579122,"RGC","rfx4"
"smad1",5.6735498077188e-07,8.96767768904002,0.135,0.005,0.00882861085579122,"RGC","smad1"
"plxnb1b",5.73829842162136e-07,5.17503754581998,0.189,0.031,0.008929366173885,"RGC","plxnb1b"
"ptbp1a",5.75174537757622e-07,6.92488169422448,0.135,0.005,0.00895029098204635,"RGC","ptbp1a"
"dpysl2b",5.81675391940375e-07,-1.01808232903616,0.149,0.408,0.00905145077398417,"RGC","dpysl2b"
"mgrn1b",5.84814986822687e-07,-4.03842410994082,0.027,0.209,0.00910030600994784,"RGC","mgrn1b"
"pax6a",5.91983166261701e-07,6.40729452467868,0.169,0.02,0.00921185005019832,"RGC","pax6a"
"btf3l4",5.93396896347685e-07,-1.52179567768648,0.155,0.393,0.00923384910406633,"RGC","btf3l4"
"dip2ca",6.06091036377918e-07,-3.17612064679461,0.054,0.255,0.00943138261707678,"RGC","dip2ca"
"fscn1b",6.09466696682106e-07,-6.75969630571811,0.007,0.168,0.00948391126707024,"RGC","fscn1b"
"tmem163b",6.09466696682106e-07,-5.99176686477411,0.007,0.168,0.00948391126707024,"RGC","tmem163b"
"lzts2a",6.27661421164268e-07,4.82061350550607,0.149,0.01,0.00976703937473718,"RGC","lzts2a"
"cd68",6.27836246373546e-07,5.6402136895016,0.169,0.02,0.00976975982981875,"RGC","cd68"
"astn1",6.28292435396431e-07,-2.37595739124078,0.095,0.316,0.00977685858720386,"RGC","astn1"
"ash1l",6.36015869838969e-07,0.337905063365063,0.236,0.49,0.0098970429505642,"RGC","ash1l"
"strap",6.37777468744859e-07,-2.2688935595974,0.054,0.26,0.00992445519113874,"RGC","strap"
"rer1",6.45649991932898e-07,-2.37566510932975,0.081,0.301,0.0100469595244678,"RGC","rer1"
"shisa9b",6.46178742662068e-07,-5.91663168618456,0.02,0.194,0.0100551874145644,"RGC","shisa9b"
"tmem269",6.66204788208834e-07,-1.31690978435134,0.209,0.469,0.0103668127093177,"RGC","tmem269"
"mbd3b",6.66924217734625e-07,-0.47321726557295,0.264,0.536,0.0103780077521685,"RGC","mbd3b"
"fam117ba",6.79798998947654e-07,-5.33748741418426,0.007,0.168,0.0105783522226244,"RGC","fam117ba"
"camkva",6.8188821793981e-07,-6.93428683269033,0,0.153,0.0106108625593614,"RGC","camkva"
"gpr173",6.8188821793981e-07,-3.64909504179557,0,0.153,0.0106108625593614,"RGC","gpr173"
"hmg20a",6.8188821793981e-07,-6.19311380865516,0,0.153,0.0106108625593614,"RGC","hmg20a"
"nrbp2b",6.8188821793981e-07,-6.03509349004424,0,0.153,0.0106108625593614,"RGC","nrbp2b"
"plppr3b",6.8188821793981e-07,-6.81482005374801,0,0.153,0.0106108625593614,"RGC","plppr3b"
"ncbp2as2",6.84326945860084e-07,-2.61869571697618,0.054,0.255,0.0106488116045288,"RGC","ncbp2as2"
"dyrk1ab",6.84565192694328e-07,-3.17811003696325,0.061,0.27,0.0106525189635164,"RGC","dyrk1ab"
"clvs2",6.86461606988513e-07,-2.26782365841177,0.014,0.184,0.0106820290663482,"RGC","clvs2"
"tmsb1",6.88548653589419e-07,-2.11804333402399,0.041,0.235,0.010714505598505,"RGC","tmsb1"
"pcf11",6.92371139972825e-07,-2.91174097140102,0.108,0.327,0.0107739873091171,"RGC","pcf11"
"rnf7",7.119706273998e-07,-1.49483982710447,0.088,0.311,0.0110789749329683,"RGC","rnf7"
"rab5aa",7.20939596477327e-07,-1.49700397309889,0.209,0.469,0.0112185410607837,"RGC","rab5aa"
"dnajb11",7.23107936178557e-07,-3.15988255199359,0.027,0.209,0.0112522825948745,"RGC","dnajb11"
"ndel1a",7.36347371711436e-07,-3.92640390190511,0.047,0.24,0.0114583014512017,"RGC","ndel1a"
"capzb",7.36540214189222e-07,-0.923464839107203,0.162,0.423,0.0114613022729985,"RGC","capzb"
"kcnj9",7.41634219798705e-07,-4.2970963440397,0.007,0.168,0.0115405700942877,"RGC","kcnj9"
"nacad",7.57264311361581e-07,-0.342271570124142,0.081,0.301,0.0117837899490976,"RGC","nacad"
"dpysl4",7.59053665304159e-07,-2.38403280409646,0.054,0.255,0.011811634085798,"RGC","dpysl4"
"znf346",7.726554093203e-07,-0.829013630518955,0.149,0.398,0.0120232908244332,"RGC","znf346"
"acsl1a",7.7384524503161e-07,-5.37645485386878,0.02,0.194,0.0120418058579369,"RGC","acsl1a"
"ankrd10b",7.74843987521837e-07,-2.34499003399253,0.101,0.321,0.0120573472898273,"RGC","ankrd10b"
"lfng",7.75667859141959e-07,2.33285295574419,0.372,0.153,0.012070167556108,"RGC","lfng"
"man1a2",7.80664656483381e-07,-2.50072073342812,0.061,0.265,0.0121479227195379,"RGC","man1a2"
"nav1b",7.80816231887885e-07,-4.14701363515832,0.027,0.209,0.0121502813844074,"RGC","nav1b"
"epn1b",8.00155300324659e-07,-3.31385077680056,0.007,0.168,0.012451216628352,"RGC","epn1b"
"bcl7a",8.30252709461843e-07,-2.86257170248285,0.081,0.291,0.0129195624119357,"RGC","bcl7a"
"mapk8ip1a",8.30872859974371e-07,-4.93554215421672,0.027,0.204,0.0129292125740612,"RGC","mapk8ip1a"
"lrp12",8.38087593502574e-07,-4.23088240022275,0.02,0.194,0.0130414810424936,"RGC","lrp12"
"mef2aa",8.42151155266292e-07,-2.56321800525936,0.061,0.265,0.0131047141270988,"RGC","mef2aa"
"etnk1",8.46699959796646e-07,-1.14871719081344,0.101,0.337,0.0131754980743956,"RGC","etnk1"
"picalmb",8.63663936374359e-07,-2.21219940776878,0.061,0.265,0.0134394745139214,"RGC","picalmb"
"kcnd3",8.63729672111185e-07,-6.15946125392352,0.014,0.179,0.0134404974277221,"RGC","kcnd3"
"erh",8.76270200907402e-07,-0.72341228014772,0.304,0.597,0.0136356405963201,"RGC","erh"
"zgc:92140",8.86899558787891e-07,-2.8553892689056,0.047,0.24,0.0138010440342984,"RGC","zgc:92140"
"prickle2b",8.91097022301836e-07,-5.55864533813636,0.014,0.179,0.0138663607640389,"RGC","prickle2b"
"pfdn4",8.94208100243492e-07,-1.34389433133214,0.122,0.362,0.013914772247889,"RGC","pfdn4"
"stambpl1",9.09803760931167e-07,-4.91121589274082,0.014,0.179,0.0141574563238499,"RGC","stambpl1"
"tcp1",9.11305805303791e-07,-0.990303236400949,0.264,0.541,0.0141808296363323,"RGC","tcp1"
"mdga2a",9.28888323157881e-07,-5.43440374160639,0.014,0.179,0.0144544311966598,"RGC","mdga2a"
"sptbn1",9.29930473540971e-07,0.904714318251211,0.155,0.418,0.014470648098771,"RGC","sptbn1"
"syt11a",9.3214428112308e-07,-1.11887113271368,0.338,0.597,0.0145050971585562,"RGC","syt11a"
"mapkap1",9.52721786442267e-07,1.88468833518049,0.676,0.556,0.0148253037188281,"RGC","mapkap1"
"ptprdb",9.55918684592381e-07,-2.99856613761042,0.034,0.219,0.014875050650942,"RGC","ptprdb"
"cbx5",9.58158557928362e-07,-0.880292087591589,0.189,0.449,0.0149099053199232,"RGC","cbx5"
"sptbn2",9.68220285345581e-07,-5.34387641846099,0.014,0.179,0.0150664758602626,"RGC","sptbn2"
"tomm70a",9.70693644718785e-07,-1.99252735298958,0.074,0.291,0.015104963805469,"RGC","tomm70a"
"nhlh2",9.78602648278693e-07,-3.80327685933193,0.027,0.204,0.0152280358098647,"RGC","nhlh2"
"mast3b",9.82810557599743e-07,-3.15216128503478,0.034,0.219,0.0152935150868096,"RGC","mast3b"
"lrrc4.1",9.87689640274713e-07,-2.18965118903403,0.047,0.245,0.0153694384923148,"RGC","lrrc4.1"
"shdb",9.8803796604988e-07,-3.76019501229905,0.027,0.204,0.0153748587897022,"RGC","shdb"
"shtn3",9.89020778586278e-07,-6.70427798242306,0.007,0.163,0.0153901523355811,"RGC","shtn3"
"cnksr2b",9.89291092595716e-07,-3.92872047131928,0.041,0.23,0.0153943586918819,"RGC","cnksr2b"
"rnf10",9.90803039276681e-07,-1.63626637164445,0.243,0.464,0.0154178860941844,"RGC","rnf10"
"med19b",1.00726538887168e-06,-2.7388287293546,0.041,0.23,0.0156740567162322,"RGC","med19b"
"prkacab",1.00857911160033e-06,-0.543556396694204,0.081,0.311,0.0156944995556128,"RGC","prkacab"
"chd6",1.01090479413799e-06,-1.56887224880564,0.088,0.311,0.0157306895015812,"RGC","chd6"
"tmem47",1.01317620967897e-06,2.53784356532275,0.304,0.102,0.0157660349988145,"RGC","tmem47"
"ptprk",1.01401802704891e-06,-4.36793212171341,0.034,0.214,0.0157791345189081,"RGC","ptprk"
"elapor2b",1.01617599435624e-06,-7.08181584811025,0.02,0.189,0.0158127146481775,"RGC","elapor2b"
"ppfia2",1.0667381298111e-06,-4.08510655223939,0.027,0.204,0.0165995120379905,"RGC","ppfia2"
"mlf2",1.06989075894264e-06,-1.34076096897195,0.149,0.393,0.0166485700999065,"RGC","mlf2"
"LOC101885743",1.08453815737237e-06,-5.62525666509247,0,0.148,0.0168764982668714,"RGC","LOC101885743"
"ajap1",1.08453815737237e-06,-6.09563204137941,0,0.148,0.0168764982668714,"RGC","ajap1"
"jakmip1",1.08453815737237e-06,-6.69823558370326,0,0.148,0.0168764982668714,"RGC","jakmip1"
"opcml",1.08453815737237e-06,-6.68001944108702,0,0.148,0.0168764982668714,"RGC","opcml"
"psda",1.08453815737237e-06,-5.2123341611447,0,0.148,0.0168764982668714,"RGC","psda"
"syngr1a",1.08453815737237e-06,-6.50427452908889,0,0.148,0.0168764982668714,"RGC","syngr1a"
"lrrn3a",1.08951451542852e-06,-1.73309176940673,0.034,0.224,0.0169539353745832,"RGC","lrrn3a"
"cxcl14",1.09504656717152e-06,2.41134881218004,0.216,0.046,0.0170400196317561,"RGC","cxcl14"
"cacna2d2b",1.09529205733959e-06,-2.69781141646828,0.047,0.24,0.0170438397042613,"RGC","cacna2d2b"
"raph1b",1.09649586004801e-06,-1.29328802146676,0.047,0.245,0.0170625720782071,"RGC","raph1b"
"slc3a2b",1.10555683817894e-06,-1.09811110089415,0.27,0.541,0.0172035699589025,"RGC","slc3a2b"
"smarca4a",1.12465769354337e-06,-3.1391358517226,0.068,0.265,0.0175007983692284,"RGC","smarca4a"
"kif2a",1.12542926273278e-06,-0.174907817166126,0.101,0.337,0.0175128047573848,"RGC","kif2a"
"arpc2",1.12968527575324e-06,-1.19107511266432,0.182,0.429,0.0175790325759962,"RGC","arpc2"
"atp5pb",1.14821741831719e-06,-0.614184369090894,0.243,0.52,0.0178674112464338,"RGC","atp5pb"
"hgs",1.1604669428426e-06,-3.66130619742632,0.047,0.235,0.0180580260975737,"RGC","hgs"
"lasp1",1.16838847650206e-06,-1.81627336977979,0.223,0.449,0.0181812930828485,"RGC","lasp1"
"grm2b",1.18349467854801e-06,3.31960242203542,0.419,0.224,0.0184163606928857,"RGC","grm2b"
"lrrtm1",1.18397303334795e-06,-0.552222222742248,0.054,0.255,0.0184238043719274,"RGC","lrrtm1"
"nova2",1.19358389015158e-06,-0.31913539853243,0.399,0.699,0.0185733589146488,"RGC","nova2"
"tmem179ba",1.19777019961555e-06,7.53998779518956,0.115,0,0.0186385020762175,"RGC","tmem179ba"
"spryd7b",1.19850908153722e-06,-3.30535544443827,0.034,0.214,0.0186499998178007,"RGC","spryd7b"
"mpnd",1.20131440623484e-06,-5.92105778458716,0.027,0.199,0.0186936534754203,"RGC","mpnd"
"ptp4a2b",1.21150600677767e-06,-1.40418244487536,0.122,0.352,0.0188522449714674,"RGC","ptp4a2b"
"fgf13b",1.2156455349209e-06,-4.28950992996319,0.02,0.189,0.0189166601689041,"RGC","fgf13b"
"nab1a",1.2156455349209e-06,-5.56414025754175,0.02,0.189,0.0189166601689041,"RGC","nab1a"
"atp2b3a",1.22372150733407e-06,-1.39352238719527,0.068,0.276,0.0190423303756255,"RGC","atp2b3a"
"cyp4t8",1.22765547755033e-06,5.03196536638733,0.176,0.026,0.0191035468861607,"RGC","cyp4t8"
"si:ch211-114c12.2",1.23827085278472e-06,-2.23115452315119,0.142,0.362,0.019268732740183,"RGC","si:ch211-114c12.2"
"prss23",1.24207436349715e-06,4.50923334561121,0.182,0.031,0.0193279191703791,"RGC","prss23"
"apba1b",1.25556135441599e-06,-3.98599433005405,0.007,0.163,0.0195377902360672,"RGC","apba1b"
"pou2f2b",1.26483210809017e-06,-4.51897882732104,0.02,0.189,0.0196820524339912,"RGC","pou2f2b"
"cpeb4a",1.26918916431937e-06,-3.66903859383953,0.007,0.163,0.0197498525859736,"RGC","cpeb4a"
"gna11b",1.27135409938317e-06,-2.50712421850484,0.054,0.25,0.0197835411405015,"RGC","gna11b"
"ptprnb",1.29013781850837e-06,-3.56766012904044,0.02,0.189,0.0200758345938088,"RGC","ptprnb"
"spa17",1.3492691558841e-06,-6.1987197490948,0.014,0.173,0.0209959773347125,"RGC","spa17"
"septin10",1.36864665818654e-06,4.76171584477308,0.182,0.031,0.0212975106480407,"RGC","septin10"
"atp6ap1lb",1.37749594352492e-06,-5.13298790304605,0.014,0.173,0.0214352143771913,"RGC","atp6ap1lb"
