"Barcode","Seurat_res0.2","Seurat_res0.4","Sample","Slice","Sex","Region"
"cellid_000000390-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000391-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000392-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000393-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000394-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000396-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000397-1","c_03","c_24","M_1_4P10","4P10","M","Dm"
"cellid_000000398-1","c_04","c_04","M_1_4P10","4P10","M","Dm"
"cellid_000000399-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000400-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000401-1","c_01","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000402-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000404-1","c_03","c_16","M_1_4P10","4P10","M","Dm"
"cellid_000000405-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000406-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000407-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000408-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000409-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000410-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000411-1","c_14","c_20","M_1_4P10","4P10","M","Dm"
"cellid_000000412-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000413-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000414-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000415-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000416-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000417-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000418-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000419-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000420-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000421-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000422-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000423-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000424-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000425-1","c_03","c_24","M_1_4P10","4P10","M","Dm"
"cellid_000000426-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000427-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000428-1","c_09","c_10","M_1_4P10","4P10","M","Dm"
"cellid_000000429-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000430-1","c_01","c_20","M_1_4P10","4P10","M","Dm"
"cellid_000000431-1","c_01","c_29","M_1_4P10","4P10","M","Dm"
"cellid_000000432-1","c_01","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000433-1","c_09","c_10","M_1_4P10","4P10","M","Dm"
"cellid_000000434-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000435-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000436-1","c_02","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000437-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000438-1","c_01","c_02","M_1_4P10","4P10","M","Dc"
"cellid_000000439-1","c_02","c_01","M_1_4P10","4P10","M","Dc"
"cellid_000000440-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000441-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000442-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000443-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000444-1","c_13","c_18","M_1_4P10","4P10","M","Dm"
"cellid_000000445-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000446-1","c_01","c_29","M_1_4P10","4P10","M","Dm"
"cellid_000000447-1","c_01","c_02","M_1_4P10","4P10","M","none"
"cellid_000000448-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000449-1","c_01","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000450-1","c_01","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000451-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000452-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000453-1","c_17","c_28","M_1_4P10","4P10","M","Dm"
"cellid_000000454-1","c_03","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000455-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000456-1","c_01","c_03","M_1_4P10","4P10","M","Dc"
"cellid_000000457-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000458-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000459-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000460-1","c_01","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000461-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000462-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000463-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000465-1","c_13","c_25","M_1_4P10","4P10","M","Dm"
"cellid_000000466-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000467-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000468-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000469-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000470-1","c_16","c_27","M_1_4P10","4P10","M","Dm"
"cellid_000000471-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000472-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000473-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000474-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000476-1","c_01","c_29","M_1_4P10","4P10","M","Dm"
"cellid_000000477-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000478-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000479-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000480-1","c_01","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000481-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000482-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000483-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000484-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000485-1","c_01","c_03","M_1_4P10","4P10","M","Dc"
"cellid_000000486-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000487-1","c_08","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000488-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000489-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000490-1","c_08","c_17","M_1_4P10","4P10","M","Dm"
"cellid_000000492-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000493-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000494-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000495-1","c_01","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000496-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000497-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000498-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000499-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000500-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000501-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000502-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000503-1","c_01","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000504-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000505-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000506-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000507-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000508-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000509-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000510-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000511-1","c_01","c_16","M_1_4P10","4P10","M","Dm"
"cellid_000000512-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000513-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000514-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000515-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000516-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000517-1","c_01","c_18","M_1_4P10","4P10","M","Dc"
"cellid_000000518-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000519-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000520-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000521-1","c_01","c_18","M_1_4P10","4P10","M","Dm"
"cellid_000000522-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000523-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000524-1","c_12","c_23","M_1_4P10","4P10","M","Dm"
"cellid_000000525-1","c_03","c_24","M_1_4P10","4P10","M","Dm"
"cellid_000000526-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000527-1","c_16","c_27","M_1_4P10","4P10","M","Dm"
"cellid_000000528-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000529-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000530-1","c_05","c_09","M_1_4P10","4P10","M","Dm"
"cellid_000000531-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000532-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000533-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000534-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000535-1","c_01","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000536-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000537-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000538-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000539-1","c_12","c_11","M_1_4P10","4P10","M","Dm"
"cellid_000000540-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000541-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000542-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000543-1","c_13","c_18","M_1_4P10","4P10","M","Dm"
"cellid_000000544-1","c_17","c_28","M_1_4P10","4P10","M","Dm"
"cellid_000000545-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000546-1","c_08","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000547-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000548-1","c_08","c_05","M_1_4P10","4P10","M","Dm"
"cellid_000000549-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000550-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000551-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000552-1","c_08","c_17","M_1_4P10","4P10","M","Dm"
"cellid_000000553-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000554-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000555-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000556-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000557-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000558-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000559-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000560-1","c_13","c_18","M_1_4P10","4P10","M","Dm"
"cellid_000000561-1","c_09","c_10","M_1_4P10","4P10","M","Dm"
"cellid_000000562-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000563-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000564-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000565-1","c_02","c_01","M_1_4P10","4P10","M","Dc"
"cellid_000000566-1","c_04","c_15","M_1_4P10","4P10","M","Dc"
"cellid_000000567-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000568-1","c_17","c_28","M_1_4P10","4P10","M","Dm"
"cellid_000000569-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000570-1","c_01","c_02","M_1_4P10","4P10","M","none"
"cellid_000000571-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000572-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000573-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000574-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000575-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000576-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000577-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000578-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000579-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000580-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000581-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000582-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000583-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000584-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000585-1","c_02","c_01","M_1_4P10","4P10","M","Dc"
"cellid_000000586-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000587-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000588-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000589-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000590-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000592-1","c_13","c_25","M_1_4P10","4P10","M","Dm"
"cellid_000000593-1","c_16","c_27","M_1_4P10","4P10","M","Dm"
"cellid_000000594-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000595-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000596-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000597-1","c_01","c_11","M_1_4P10","4P10","M","Dm"
"cellid_000000598-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000599-1","c_05","c_09","M_1_4P10","4P10","M","Dm"
"cellid_000000600-1","c_04","c_15","M_1_4P10","4P10","M","Dm"
"cellid_000000601-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000602-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000603-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000605-1","c_03","c_24","M_1_4P10","4P10","M","Dm"
"cellid_000000606-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000607-1","c_08","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000608-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000609-1","c_04","c_15","M_1_4P10","4P10","M","Dm"
"cellid_000000611-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000612-1","c_14","c_20","M_1_4P10","4P10","M","Dm"
"cellid_000000613-1","c_01","c_03","M_1_4P10","4P10","M","Dc"
"cellid_000000614-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000615-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000616-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000617-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000618-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000619-1","c_01","c_16","M_1_4P10","4P10","M","Dm"
"cellid_000000620-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000621-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000622-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000623-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000624-1","c_01","c_17","M_1_4P10","4P10","M","Dm"
"cellid_000000625-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000626-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000627-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000628-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000629-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000630-1","c_01","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000631-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000633-1","c_01","c_03","M_1_4P10","4P10","M","Dc"
"cellid_000000634-1","c_01","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000635-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000636-1","c_01","c_02","M_1_4P10","4P10","M","none"
"cellid_000000637-1","c_08","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000638-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000639-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000640-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000641-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000642-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000643-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000644-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000645-1","c_01","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000646-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000647-1","c_08","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000648-1","c_05","c_09","M_1_4P10","4P10","M","Dc"
"cellid_000000649-1","c_08","c_17","M_1_4P10","4P10","M","Dm"
"cellid_000000650-1","c_10","c_13","M_1_4P10","4P10","M","Dm"
"cellid_000000651-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000652-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000653-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000654-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000655-1","c_16","c_27","M_1_4P10","4P10","M","Dm"
"cellid_000000656-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000658-1","c_05","c_09","M_1_4P10","4P10","M","none"
"cellid_000000659-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000660-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000661-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000662-1","c_04","c_15","M_1_4P10","4P10","M","Dm"
"cellid_000000663-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000664-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000665-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000666-1","c_02","c_01","M_1_4P10","4P10","M","Dc"
"cellid_000000667-1","c_11","c_22","M_1_4P10","4P10","M","none"
"cellid_000000668-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000669-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000670-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000671-1","c_16","c_27","M_1_4P10","4P10","M","Dm"
"cellid_000000672-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000674-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000675-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000676-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000677-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000679-1","c_04","c_04","M_1_4P10","4P10","M","Dm"
"cellid_000000680-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000681-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000683-1","c_01","c_20","M_1_4P10","4P10","M","Dm"
"cellid_000000684-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000685-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000686-1","c_01","c_11","M_1_4P10","4P10","M","Dm"
"cellid_000000687-1","c_01","c_03","M_1_4P10","4P10","M","Dc"
"cellid_000000688-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000689-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000690-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000691-1","c_11","c_21","M_1_4P10","4P10","M","Dm"
"cellid_000000692-1","c_01","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000693-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000694-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000695-1","c_01","c_08","M_1_4P10","4P10","M","Dm"
"cellid_000000696-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000697-1","c_01","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000698-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000699-1","c_12","c_11","M_1_4P10","4P10","M","Dm"
"cellid_000000700-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000701-1","c_16","c_27","M_1_4P10","4P10","M","Dm"
"cellid_000000702-1","c_01","c_03","M_1_4P10","4P10","M","none"
"cellid_000000703-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000705-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000706-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000707-1","c_09","c_10","M_1_4P10","4P10","M","none"
"cellid_000000708-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000709-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000710-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000711-1","c_02","c_01","M_1_4P10","4P10","M","Dc"
"cellid_000000712-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000713-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000714-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000715-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000716-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000718-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000719-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000720-1","c_06","c_07","M_1_4P10","4P10","M","Dm"
"cellid_000000721-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000722-1","c_04","c_15","M_1_4P10","4P10","M","Dm"
"cellid_000000723-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000724-1","c_02","c_01","M_1_4P10","4P10","M","none"
"cellid_000000725-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000726-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000727-1","c_01","c_29","M_1_4P10","4P10","M","Dm"
"cellid_000000728-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000729-1","c_01","c_11","M_1_4P10","4P10","M","Dm"
"cellid_000000730-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000731-1","c_06","c_19","M_1_4P10","4P10","M","Dm"
"cellid_000000732-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000733-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000734-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000736-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000737-1","c_07","c_06","M_1_4P10","4P10","M","Dm"
"cellid_000000738-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000739-1","c_02","c_01","M_1_4P10","4P10","M","Dc"
"cellid_000000741-1","c_01","c_29","M_1_4P10","4P10","M","Dm"
"cellid_000000742-1","c_12","c_23","M_1_4P10","4P10","M","Dm"
"cellid_000000743-1","c_01","c_03","M_1_4P10","4P10","M","Dm"
"cellid_000000744-1","c_01","c_01","M_1_4P10","4P10","M","Dm"
"cellid_000000745-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000746-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000747-1","c_08","c_17","M_1_4P10","4P10","M","Dm"
"cellid_000000748-1","c_01","c_12","M_1_4P10","4P10","M","Dm"
"cellid_000000749-1","c_01","c_03","M_1_4P10","4P10","M","Dc"
"cellid_000000750-1","c_01","c_02","M_1_4P10","4P10","M","Dm"
"cellid_000000751-1","c_17","c_28","M_1_4P10","4P10","M","Dm"
"cellid_000000752-1","c_05","c_14","M_1_4P10","4P10","M","Dm"
"cellid_000000753-1","c_02","c_01","M_1_4P10","4P10","M","Dm"
