"","Barcode","Coltan.DIssection","Barcode_updated"
"48694","cellid_000127996-1","included","cellid_000127996-16P17"
"48695","cellid_000127998-1","included","cellid_000127998-16P17"
"48696","cellid_000127999-1","included","cellid_000127999-16P17"
"48697","cellid_000128000-1","included","cellid_000128000-16P17"
"48698","cellid_000128001-1","included","cellid_000128001-16P17"
"48699","cellid_000128003-1","included","cellid_000128003-16P17"
"48700","cellid_000128004-1","included","cellid_000128004-16P17"
"48701","cellid_000128005-1","included","cellid_000128005-16P17"
"48702","cellid_000128006-1","included","cellid_000128006-16P17"
"48703","cellid_000128008-1","included","cellid_000128008-16P17"
"48704","cellid_000128009-1","included","cellid_000128009-16P17"
"48705","cellid_000128010-1","included","cellid_000128010-16P17"
"48706","cellid_000128013-1","included","cellid_000128013-16P17"
"48707","cellid_000128014-1","included","cellid_000128014-16P17"
"48708","cellid_000128017-1","included","cellid_000128017-16P17"
"48709","cellid_000128020-1","included","cellid_000128020-16P17"
"48710","cellid_000128021-1","included","cellid_000128021-16P17"
"48711","cellid_000128022-1","included","cellid_000128022-16P17"
"48712","cellid_000128025-1","included","cellid_000128025-16P17"
"48713","cellid_000128029-1","included","cellid_000128029-16P17"
"48714","cellid_000128031-1","included","cellid_000128031-16P17"
"48715","cellid_000128033-1","included","cellid_000128033-16P17"
"48716","cellid_000128034-1","included","cellid_000128034-16P17"
"48717","cellid_000128035-1","included","cellid_000128035-16P17"
"48718","cellid_000128036-1","included","cellid_000128036-16P17"
"48719","cellid_000128038-1","included","cellid_000128038-16P17"
"48720","cellid_000128041-1","included","cellid_000128041-16P17"
"48721","cellid_000128042-1","included","cellid_000128042-16P17"
"48722","cellid_000128043-1","included","cellid_000128043-16P17"
"48723","cellid_000128044-1","included","cellid_000128044-16P17"
"48724","cellid_000128045-1","included","cellid_000128045-16P17"
"48725","cellid_000128047-1","included","cellid_000128047-16P17"
"48726","cellid_000128049-1","included","cellid_000128049-16P17"
"48727","cellid_000128050-1","included","cellid_000128050-16P17"
"48728","cellid_000128051-1","included","cellid_000128051-16P17"
"48729","cellid_000128052-1","included","cellid_000128052-16P17"
"48730","cellid_000128056-1","included","cellid_000128056-16P17"
"48731","cellid_000128057-1","included","cellid_000128057-16P17"
"48732","cellid_000128059-1","included","cellid_000128059-16P17"
"48733","cellid_000128060-1","included","cellid_000128060-16P17"
"48734","cellid_000128063-1","included","cellid_000128063-16P17"
"48735","cellid_000128064-1","included","cellid_000128064-16P17"
"48736","cellid_000128067-1","included","cellid_000128067-16P17"
"48737","cellid_000128068-1","included","cellid_000128068-16P17"
"48738","cellid_000128070-1","included","cellid_000128070-16P17"
"48739","cellid_000128071-1","included","cellid_000128071-16P17"
"48740","cellid_000128072-1","included","cellid_000128072-16P17"
"48741","cellid_000128073-1","included","cellid_000128073-16P17"
"48742","cellid_000128075-1","included","cellid_000128075-16P17"
"48743","cellid_000128076-1","included","cellid_000128076-16P17"
"48744","cellid_000128077-1","included","cellid_000128077-16P17"
"48745","cellid_000128078-1","included","cellid_000128078-16P17"
"48746","cellid_000128080-1","included","cellid_000128080-16P17"
"48747","cellid_000128082-1","included","cellid_000128082-16P17"
"48748","cellid_000128084-1","included","cellid_000128084-16P17"
"48749","cellid_000128085-1","included","cellid_000128085-16P17"
"48750","cellid_000128086-1","included","cellid_000128086-16P17"
"48751","cellid_000128087-1","included","cellid_000128087-16P17"
"48752","cellid_000128088-1","included","cellid_000128088-16P17"
"48753","cellid_000128089-1","included","cellid_000128089-16P17"
"48754","cellid_000128090-1","included","cellid_000128090-16P17"
"48755","cellid_000128091-1","included","cellid_000128091-16P17"
"48756","cellid_000128092-1","included","cellid_000128092-16P17"
"48757","cellid_000128093-1","included","cellid_000128093-16P17"
"48758","cellid_000128095-1","included","cellid_000128095-16P17"
"48759","cellid_000128096-1","included","cellid_000128096-16P17"
"48760","cellid_000128098-1","included","cellid_000128098-16P17"
"48761","cellid_000128099-1","included","cellid_000128099-16P17"
"48762","cellid_000128100-1","included","cellid_000128100-16P17"
"48763","cellid_000128101-1","included","cellid_000128101-16P17"
"48764","cellid_000128102-1","included","cellid_000128102-16P17"
"48765","cellid_000128103-1","included","cellid_000128103-16P17"
"48766","cellid_000128108-1","included","cellid_000128108-16P17"
"48767","cellid_000128111-1","included","cellid_000128111-16P17"
"48768","cellid_000128112-1","included","cellid_000128112-16P17"
"48769","cellid_000128113-1","included","cellid_000128113-16P17"
"48770","cellid_000128115-1","included","cellid_000128115-16P17"
"48771","cellid_000128117-1","included","cellid_000128117-16P17"
"48772","cellid_000128118-1","included","cellid_000128118-16P17"
"48773","cellid_000128120-1","included","cellid_000128120-16P17"
"48774","cellid_000128121-1","included","cellid_000128121-16P17"
"48775","cellid_000128123-1","included","cellid_000128123-16P17"
"48776","cellid_000128125-1","included","cellid_000128125-16P17"
"48777","cellid_000128127-1","included","cellid_000128127-16P17"
"48778","cellid_000128128-1","included","cellid_000128128-16P17"
"48779","cellid_000128129-1","included","cellid_000128129-16P17"
"48780","cellid_000128130-1","included","cellid_000128130-16P17"
"48781","cellid_000128131-1","included","cellid_000128131-16P17"
"48782","cellid_000128133-1","included","cellid_000128133-16P17"
"48783","cellid_000128135-1","included","cellid_000128135-16P17"
"48784","cellid_000128136-1","included","cellid_000128136-16P17"
"48785","cellid_000128138-1","included","cellid_000128138-16P17"
"48786","cellid_000128140-1","included","cellid_000128140-16P17"
"48787","cellid_000128142-1","included","cellid_000128142-16P17"
"48788","cellid_000128144-1","included","cellid_000128144-16P17"
"48789","cellid_000128145-1","included","cellid_000128145-16P17"
"48790","cellid_000128146-1","included","cellid_000128146-16P17"
"48791","cellid_000128147-1","included","cellid_000128147-16P17"
"48792","cellid_000128148-1","included","cellid_000128148-16P17"
"48793","cellid_000128149-1","included","cellid_000128149-16P17"
"48794","cellid_000128152-1","included","cellid_000128152-16P17"
"48795","cellid_000128153-1","included","cellid_000128153-16P17"
"48796","cellid_000128155-1","included","cellid_000128155-16P17"
"48797","cellid_000128156-1","included","cellid_000128156-16P17"
"48798","cellid_000128159-1","included","cellid_000128159-16P17"
"48799","cellid_000128162-1","included","cellid_000128162-16P17"
"48800","cellid_000128163-1","included","cellid_000128163-16P17"
"48801","cellid_000128164-1","included","cellid_000128164-16P17"
"48802","cellid_000128165-1","included","cellid_000128165-16P17"
"48803","cellid_000128168-1","included","cellid_000128168-16P17"
"48804","cellid_000128170-1","included","cellid_000128170-16P17"
"48805","cellid_000128171-1","included","cellid_000128171-16P17"
"48806","cellid_000128172-1","included","cellid_000128172-16P17"
"48807","cellid_000128173-1","included","cellid_000128173-16P17"
"48808","cellid_000128174-1","included","cellid_000128174-16P17"
"48809","cellid_000128179-1","included","cellid_000128179-16P17"
"48810","cellid_000128180-1","included","cellid_000128180-16P17"
"48811","cellid_000128181-1","included","cellid_000128181-16P17"
"48812","cellid_000128182-1","included","cellid_000128182-16P17"
"48813","cellid_000128183-1","included","cellid_000128183-16P17"
"48814","cellid_000128184-1","included","cellid_000128184-16P17"
"48815","cellid_000128185-1","included","cellid_000128185-16P17"
"48816","cellid_000128187-1","included","cellid_000128187-16P17"
"48817","cellid_000128188-1","included","cellid_000128188-16P17"
"48818","cellid_000128189-1","included","cellid_000128189-16P17"
"48819","cellid_000128190-1","included","cellid_000128190-16P17"
"48820","cellid_000128191-1","included","cellid_000128191-16P17"
"48821","cellid_000128192-1","included","cellid_000128192-16P17"
"48822","cellid_000128193-1","included","cellid_000128193-16P17"
"48823","cellid_000128194-1","included","cellid_000128194-16P17"
"48824","cellid_000128198-1","included","cellid_000128198-16P17"
"48825","cellid_000128199-1","included","cellid_000128199-16P17"
"48826","cellid_000128200-1","included","cellid_000128200-16P17"
"48827","cellid_000128201-1","included","cellid_000128201-16P17"
"48828","cellid_000128202-1","included","cellid_000128202-16P17"
"48829","cellid_000128204-1","included","cellid_000128204-16P17"
"48830","cellid_000128205-1","included","cellid_000128205-16P17"
"48831","cellid_000128206-1","included","cellid_000128206-16P17"
"48832","cellid_000128207-1","included","cellid_000128207-16P17"
"48833","cellid_000128208-1","included","cellid_000128208-16P17"
"48834","cellid_000128209-1","included","cellid_000128209-16P17"
"48835","cellid_000128210-1","included","cellid_000128210-16P17"
"48836","cellid_000128211-1","included","cellid_000128211-16P17"
"48837","cellid_000128212-1","included","cellid_000128212-16P17"
"48838","cellid_000128214-1","included","cellid_000128214-16P17"
"48839","cellid_000128216-1","included","cellid_000128216-16P17"
"48840","cellid_000128217-1","included","cellid_000128217-16P17"
"48841","cellid_000128219-1","included","cellid_000128219-16P17"
"48842","cellid_000128220-1","included","cellid_000128220-16P17"
"48843","cellid_000128222-1","included","cellid_000128222-16P17"
"48844","cellid_000128223-1","included","cellid_000128223-16P17"
"48845","cellid_000128224-1","included","cellid_000128224-16P17"
"48846","cellid_000128229-1","included","cellid_000128229-16P17"
"48847","cellid_000128230-1","included","cellid_000128230-16P17"
"48848","cellid_000128231-1","included","cellid_000128231-16P17"
"48849","cellid_000128236-1","included","cellid_000128236-16P17"
"48850","cellid_000128237-1","included","cellid_000128237-16P17"
"48851","cellid_000128238-1","included","cellid_000128238-16P17"
"48852","cellid_000128239-1","included","cellid_000128239-16P17"
"48853","cellid_000128240-1","included","cellid_000128240-16P17"
"48854","cellid_000128243-1","included","cellid_000128243-16P17"
"48855","cellid_000128244-1","included","cellid_000128244-16P17"
"48856","cellid_000128245-1","included","cellid_000128245-16P17"
"48857","cellid_000128248-1","included","cellid_000128248-16P17"
"48858","cellid_000128249-1","included","cellid_000128249-16P17"
"48859","cellid_000128250-1","included","cellid_000128250-16P17"
"48860","cellid_000128251-1","included","cellid_000128251-16P17"
"48861","cellid_000128252-1","included","cellid_000128252-16P17"
"48862","cellid_000128255-1","included","cellid_000128255-16P17"
"48863","cellid_000128256-1","included","cellid_000128256-16P17"
"48864","cellid_000128257-1","included","cellid_000128257-16P17"
"48865","cellid_000128258-1","included","cellid_000128258-16P17"
"48866","cellid_000128260-1","included","cellid_000128260-16P17"
"48867","cellid_000128261-1","included","cellid_000128261-16P17"
"48868","cellid_000128262-1","included","cellid_000128262-16P17"
"48869","cellid_000128263-1","included","cellid_000128263-16P17"
"48870","cellid_000128266-1","included","cellid_000128266-16P17"
"48871","cellid_000128267-1","included","cellid_000128267-16P17"
"48872","cellid_000128270-1","included","cellid_000128270-16P17"
"48873","cellid_000128271-1","included","cellid_000128271-16P17"
"48874","cellid_000128275-1","included","cellid_000128275-16P17"
"48875","cellid_000128276-1","included","cellid_000128276-16P17"
"48876","cellid_000128278-1","included","cellid_000128278-16P17"
"48877","cellid_000128285-1","included","cellid_000128285-16P17"
"48878","cellid_000128286-1","included","cellid_000128286-16P17"
"48879","cellid_000128288-1","included","cellid_000128288-16P17"
"48880","cellid_000128289-1","included","cellid_000128289-16P17"
"48881","cellid_000128290-1","included","cellid_000128290-16P17"
"48882","cellid_000128291-1","included","cellid_000128291-16P17"
"48883","cellid_000128292-1","included","cellid_000128292-16P17"
"48884","cellid_000128293-1","included","cellid_000128293-16P17"
"48885","cellid_000128294-1","included","cellid_000128294-16P17"
"48886","cellid_000128296-1","included","cellid_000128296-16P17"
"48887","cellid_000128297-1","included","cellid_000128297-16P17"
"48888","cellid_000128298-1","included","cellid_000128298-16P17"
"48889","cellid_000128300-1","included","cellid_000128300-16P17"
"48890","cellid_000128301-1","included","cellid_000128301-16P17"
"48891","cellid_000128302-1","included","cellid_000128302-16P17"
"48892","cellid_000128306-1","included","cellid_000128306-16P17"
"48893","cellid_000128308-1","included","cellid_000128308-16P17"
"48894","cellid_000128309-1","included","cellid_000128309-16P17"
"48895","cellid_000128310-1","included","cellid_000128310-16P17"
"48896","cellid_000128311-1","included","cellid_000128311-16P17"
"48897","cellid_000128313-1","included","cellid_000128313-16P17"
"48898","cellid_000128315-1","included","cellid_000128315-16P17"
"48899","cellid_000128316-1","included","cellid_000128316-16P17"
"48900","cellid_000128317-1","included","cellid_000128317-16P17"
"48901","cellid_000128318-1","included","cellid_000128318-16P17"
"48902","cellid_000128320-1","included","cellid_000128320-16P17"
"48903","cellid_000128321-1","included","cellid_000128321-16P17"
"48904","cellid_000128322-1","included","cellid_000128322-16P17"
"48905","cellid_000128326-1","included","cellid_000128326-16P17"
"48906","cellid_000128327-1","included","cellid_000128327-16P17"
"48907","cellid_000128329-1","included","cellid_000128329-16P17"
"48908","cellid_000128330-1","included","cellid_000128330-16P17"
"48909","cellid_000128331-1","included","cellid_000128331-16P17"
"48910","cellid_000128332-1","included","cellid_000128332-16P17"
"48911","cellid_000128333-1","included","cellid_000128333-16P17"
"48912","cellid_000128334-1","included","cellid_000128334-16P17"
"48913","cellid_000128336-1","included","cellid_000128336-16P17"
"48914","cellid_000128337-1","included","cellid_000128337-16P17"
"48915","cellid_000128338-1","included","cellid_000128338-16P17"
"48916","cellid_000128339-1","included","cellid_000128339-16P17"
"48917","cellid_000128340-1","included","cellid_000128340-16P17"
"48918","cellid_000128342-1","included","cellid_000128342-16P17"
"48919","cellid_000128343-1","included","cellid_000128343-16P17"
"48920","cellid_000128344-1","included","cellid_000128344-16P17"
"48921","cellid_000128345-1","included","cellid_000128345-16P17"
"48922","cellid_000128346-1","included","cellid_000128346-16P17"
"48923","cellid_000128349-1","included","cellid_000128349-16P17"
"48924","cellid_000128350-1","included","cellid_000128350-16P17"
"48925","cellid_000128351-1","included","cellid_000128351-16P17"
"48926","cellid_000128353-1","included","cellid_000128353-16P17"
"48927","cellid_000128354-1","included","cellid_000128354-16P17"
"48928","cellid_000128355-1","included","cellid_000128355-16P17"
"48929","cellid_000128356-1","included","cellid_000128356-16P17"
"48930","cellid_000128357-1","included","cellid_000128357-16P17"
"48931","cellid_000128358-1","included","cellid_000128358-16P17"
"48932","cellid_000128360-1","included","cellid_000128360-16P17"
"48933","cellid_000128362-1","included","cellid_000128362-16P17"
"48934","cellid_000128366-1","included","cellid_000128366-16P17"
"48935","cellid_000128368-1","included","cellid_000128368-16P17"
"48936","cellid_000128372-1","included","cellid_000128372-16P17"
"48937","cellid_000128374-1","included","cellid_000128374-16P17"
"48938","cellid_000128375-1","included","cellid_000128375-16P17"
"48939","cellid_000128377-1","included","cellid_000128377-16P17"
"48940","cellid_000128381-1","included","cellid_000128381-16P17"
"48941","cellid_000128382-1","included","cellid_000128382-16P17"
"48942","cellid_000128383-1","included","cellid_000128383-16P17"
"48943","cellid_000128384-1","included","cellid_000128384-16P17"
"48944","cellid_000128385-1","included","cellid_000128385-16P17"
"48945","cellid_000128386-1","included","cellid_000128386-16P17"
"48946","cellid_000128388-1","included","cellid_000128388-16P17"
"48947","cellid_000128391-1","included","cellid_000128391-16P17"
"48948","cellid_000128392-1","included","cellid_000128392-16P17"
"48949","cellid_000128394-1","included","cellid_000128394-16P17"
"48950","cellid_000128395-1","included","cellid_000128395-16P17"
"48951","cellid_000128396-1","included","cellid_000128396-16P17"
"48952","cellid_000128397-1","included","cellid_000128397-16P17"
"48953","cellid_000128398-1","included","cellid_000128398-16P17"
"48954","cellid_000128399-1","included","cellid_000128399-16P17"
"48955","cellid_000128400-1","included","cellid_000128400-16P17"
"48956","cellid_000128401-1","included","cellid_000128401-16P17"
"48957","cellid_000128404-1","included","cellid_000128404-16P17"
"48958","cellid_000128405-1","included","cellid_000128405-16P17"
"48959","cellid_000128407-1","included","cellid_000128407-16P17"
"48960","cellid_000128409-1","included","cellid_000128409-16P17"
"48961","cellid_000128410-1","included","cellid_000128410-16P17"
"48962","cellid_000128411-1","included","cellid_000128411-16P17"
"48963","cellid_000128413-1","included","cellid_000128413-16P17"
"48964","cellid_000128414-1","included","cellid_000128414-16P17"
"48965","cellid_000128415-1","included","cellid_000128415-16P17"
"48966","cellid_000128416-1","included","cellid_000128416-16P17"
"48967","cellid_000128418-1","included","cellid_000128418-16P17"
"48968","cellid_000128420-1","included","cellid_000128420-16P17"
"48969","cellid_000128421-1","included","cellid_000128421-16P17"
"48970","cellid_000128422-1","included","cellid_000128422-16P17"
"48971","cellid_000128425-1","included","cellid_000128425-16P17"
"48972","cellid_000128428-1","included","cellid_000128428-16P17"
"48973","cellid_000128429-1","included","cellid_000128429-16P17"
"48974","cellid_000128430-1","included","cellid_000128430-16P17"
"48975","cellid_000128431-1","included","cellid_000128431-16P17"
"48976","cellid_000128433-1","included","cellid_000128433-16P17"
"48977","cellid_000128434-1","included","cellid_000128434-16P17"
"48978","cellid_000128436-1","included","cellid_000128436-16P17"
"48979","cellid_000128437-1","included","cellid_000128437-16P17"
"48980","cellid_000128438-1","included","cellid_000128438-16P17"
"48981","cellid_000128440-1","included","cellid_000128440-16P17"
"48982","cellid_000128441-1","included","cellid_000128441-16P17"
"48983","cellid_000128442-1","included","cellid_000128442-16P17"
"48984","cellid_000128444-1","included","cellid_000128444-16P17"
"48985","cellid_000128445-1","included","cellid_000128445-16P17"
"48986","cellid_000128446-1","included","cellid_000128446-16P17"
"48987","cellid_000128447-1","included","cellid_000128447-16P17"
"48988","cellid_000128448-1","included","cellid_000128448-16P17"
"48989","cellid_000128449-1","included","cellid_000128449-16P17"
"48990","cellid_000128450-1","included","cellid_000128450-16P17"
"48991","cellid_000128451-1","included","cellid_000128451-16P17"
"48992","cellid_000128453-1","included","cellid_000128453-16P17"
"48993","cellid_000128454-1","included","cellid_000128454-16P17"
"48994","cellid_000128455-1","included","cellid_000128455-16P17"
"48995","cellid_000128456-1","included","cellid_000128456-16P17"
"48996","cellid_000128457-1","included","cellid_000128457-16P17"
"48997","cellid_000128459-1","included","cellid_000128459-16P17"
"48998","cellid_000128460-1","included","cellid_000128460-16P17"
"48999","cellid_000128463-1","included","cellid_000128463-16P17"
"49000","cellid_000128464-1","included","cellid_000128464-16P17"
"49001","cellid_000128465-1","included","cellid_000128465-16P17"
"49002","cellid_000128466-1","included","cellid_000128466-16P17"
"49003","cellid_000128468-1","included","cellid_000128468-16P17"
"49004","cellid_000128469-1","included","cellid_000128469-16P17"
"49005","cellid_000128471-1","included","cellid_000128471-16P17"
"49006","cellid_000128472-1","included","cellid_000128472-16P17"
"49007","cellid_000128473-1","included","cellid_000128473-16P17"
"49008","cellid_000128475-1","included","cellid_000128475-16P17"
"49009","cellid_000128476-1","included","cellid_000128476-16P17"
"49010","cellid_000128477-1","included","cellid_000128477-16P17"
"49011","cellid_000128479-1","included","cellid_000128479-16P17"
"49012","cellid_000128480-1","included","cellid_000128480-16P17"
"49013","cellid_000128481-1","included","cellid_000128481-16P17"
"49014","cellid_000128484-1","included","cellid_000128484-16P17"
"49015","cellid_000128486-1","included","cellid_000128486-16P17"
"49016","cellid_000128492-1","included","cellid_000128492-16P17"
"49017","cellid_000128493-1","included","cellid_000128493-16P17"
"49018","cellid_000128494-1","included","cellid_000128494-16P17"
"49019","cellid_000128496-1","included","cellid_000128496-16P17"
"49020","cellid_000128497-1","included","cellid_000128497-16P17"
"49021","cellid_000128498-1","included","cellid_000128498-16P17"
"49022","cellid_000128499-1","included","cellid_000128499-16P17"
"49023","cellid_000128500-1","included","cellid_000128500-16P17"
"49024","cellid_000128502-1","included","cellid_000128502-16P17"
"49025","cellid_000128504-1","included","cellid_000128504-16P17"
"49026","cellid_000128506-1","included","cellid_000128506-16P17"
"49027","cellid_000128508-1","included","cellid_000128508-16P17"
"49028","cellid_000128510-1","included","cellid_000128510-16P17"
"49029","cellid_000128511-1","included","cellid_000128511-16P17"
"49030","cellid_000128514-1","included","cellid_000128514-16P17"
"49031","cellid_000128515-1","included","cellid_000128515-16P17"
"49032","cellid_000128518-1","included","cellid_000128518-16P17"
"49033","cellid_000128519-1","included","cellid_000128519-16P17"
"49034","cellid_000128520-1","included","cellid_000128520-16P17"
"49035","cellid_000128521-1","included","cellid_000128521-16P17"
"49036","cellid_000128523-1","included","cellid_000128523-16P17"
"49037","cellid_000128525-1","included","cellid_000128525-16P17"
"49038","cellid_000128526-1","included","cellid_000128526-16P17"
"49039","cellid_000128527-1","included","cellid_000128527-16P17"
"49040","cellid_000128528-1","included","cellid_000128528-16P17"
"49041","cellid_000128530-1","included","cellid_000128530-16P17"
"49042","cellid_000128531-1","included","cellid_000128531-16P17"
"49043","cellid_000128532-1","included","cellid_000128532-16P17"
"49044","cellid_000128536-1","included","cellid_000128536-16P17"
"49045","cellid_000128538-1","included","cellid_000128538-16P17"
"49046","cellid_000128539-1","included","cellid_000128539-16P17"
"49047","cellid_000128542-1","included","cellid_000128542-16P17"
"49048","cellid_000128543-1","included","cellid_000128543-16P17"
"49049","cellid_000128545-1","included","cellid_000128545-16P17"
"49050","cellid_000128546-1","included","cellid_000128546-16P17"
"49051","cellid_000128548-1","included","cellid_000128548-16P17"
"49052","cellid_000128549-1","included","cellid_000128549-16P17"
"49053","cellid_000128550-1","included","cellid_000128550-16P17"
"49054","cellid_000128551-1","included","cellid_000128551-16P17"
"49055","cellid_000128552-1","included","cellid_000128552-16P17"
"49056","cellid_000128554-1","included","cellid_000128554-16P17"
"49057","cellid_000128555-1","included","cellid_000128555-16P17"
"49058","cellid_000128556-1","included","cellid_000128556-16P17"
"49059","cellid_000128558-1","included","cellid_000128558-16P17"
"49060","cellid_000128559-1","included","cellid_000128559-16P17"
"49061","cellid_000128560-1","included","cellid_000128560-16P17"
"49062","cellid_000128561-1","included","cellid_000128561-16P17"
"49063","cellid_000128563-1","included","cellid_000128563-16P17"
"49064","cellid_000128565-1","included","cellid_000128565-16P17"
"49065","cellid_000128567-1","included","cellid_000128567-16P17"
"49066","cellid_000128568-1","included","cellid_000128568-16P17"
"49067","cellid_000128571-1","included","cellid_000128571-16P17"
"49068","cellid_000128572-1","included","cellid_000128572-16P17"
"49069","cellid_000128573-1","included","cellid_000128573-16P17"
"49070","cellid_000128574-1","included","cellid_000128574-16P17"
"49071","cellid_000128575-1","included","cellid_000128575-16P17"
"49072","cellid_000128577-1","included","cellid_000128577-16P17"
"49073","cellid_000128578-1","included","cellid_000128578-16P17"
"49074","cellid_000128579-1","included","cellid_000128579-16P17"
"49075","cellid_000128582-1","included","cellid_000128582-16P17"
"49076","cellid_000128584-1","included","cellid_000128584-16P17"
"49077","cellid_000128586-1","included","cellid_000128586-16P17"
"49078","cellid_000128588-1","included","cellid_000128588-16P17"
"49079","cellid_000128589-1","included","cellid_000128589-16P17"
"49080","cellid_000128590-1","included","cellid_000128590-16P17"
"49081","cellid_000128591-1","included","cellid_000128591-16P17"
"49082","cellid_000128592-1","included","cellid_000128592-16P17"
"49083","cellid_000128596-1","included","cellid_000128596-16P17"
"49084","cellid_000128597-1","included","cellid_000128597-16P17"
"49085","cellid_000128600-1","included","cellid_000128600-16P17"
"49086","cellid_000128601-1","included","cellid_000128601-16P17"
"49087","cellid_000128602-1","included","cellid_000128602-16P17"
"49088","cellid_000128604-1","included","cellid_000128604-16P17"
"49089","cellid_000128605-1","included","cellid_000128605-16P17"
"49090","cellid_000128606-1","included","cellid_000128606-16P17"
"49091","cellid_000128607-1","included","cellid_000128607-16P17"
"49092","cellid_000128608-1","included","cellid_000128608-16P17"
"49093","cellid_000128611-1","included","cellid_000128611-16P17"
"49094","cellid_000128612-1","included","cellid_000128612-16P17"
"49095","cellid_000128613-1","included","cellid_000128613-16P17"
"49096","cellid_000128614-1","included","cellid_000128614-16P17"
"49097","cellid_000128615-1","included","cellid_000128615-16P17"
"49098","cellid_000128616-1","included","cellid_000128616-16P17"
"49099","cellid_000128617-1","included","cellid_000128617-16P17"
"49100","cellid_000128618-1","included","cellid_000128618-16P17"
"49101","cellid_000128620-1","included","cellid_000128620-16P17"
"49102","cellid_000128621-1","included","cellid_000128621-16P17"
"49103","cellid_000128622-1","included","cellid_000128622-16P17"
"49104","cellid_000128623-1","included","cellid_000128623-16P17"
"49105","cellid_000128624-1","included","cellid_000128624-16P17"
"49106","cellid_000128625-1","included","cellid_000128625-16P17"
"49107","cellid_000128626-1","included","cellid_000128626-16P17"
"49108","cellid_000128627-1","included","cellid_000128627-16P17"
"49109","cellid_000128628-1","included","cellid_000128628-16P17"
"49110","cellid_000128630-1","included","cellid_000128630-16P17"
"49111","cellid_000128632-1","included","cellid_000128632-16P17"
"49112","cellid_000128633-1","included","cellid_000128633-16P17"
"49113","cellid_000128636-1","included","cellid_000128636-16P17"
"49114","cellid_000128637-1","included","cellid_000128637-16P17"
"49115","cellid_000128640-1","included","cellid_000128640-16P17"
"49116","cellid_000128641-1","included","cellid_000128641-16P17"
"49117","cellid_000128644-1","included","cellid_000128644-16P17"
"49118","cellid_000128645-1","included","cellid_000128645-16P17"
"49119","cellid_000128646-1","included","cellid_000128646-16P17"
"49120","cellid_000128647-1","included","cellid_000128647-16P17"
"49121","cellid_000128648-1","included","cellid_000128648-16P17"
"49122","cellid_000128651-1","included","cellid_000128651-16P17"
"49123","cellid_000128652-1","included","cellid_000128652-16P17"
"49124","cellid_000128654-1","included","cellid_000128654-16P17"
"49125","cellid_000128655-1","included","cellid_000128655-16P17"
"49126","cellid_000128656-1","included","cellid_000128656-16P17"
"49127","cellid_000128657-1","included","cellid_000128657-16P17"
"49128","cellid_000128659-1","included","cellid_000128659-16P17"
"49129","cellid_000128660-1","included","cellid_000128660-16P17"
"49130","cellid_000128661-1","included","cellid_000128661-16P17"
"49131","cellid_000128662-1","included","cellid_000128662-16P17"
"49132","cellid_000128663-1","included","cellid_000128663-16P17"
"49133","cellid_000128664-1","included","cellid_000128664-16P17"
"49134","cellid_000128666-1","included","cellid_000128666-16P17"
"49135","cellid_000128667-1","included","cellid_000128667-16P17"
"49136","cellid_000128668-1","included","cellid_000128668-16P17"
"49137","cellid_000128669-1","included","cellid_000128669-16P17"
"49138","cellid_000128671-1","included","cellid_000128671-16P17"
"49139","cellid_000128673-1","included","cellid_000128673-16P17"
"49140","cellid_000128675-1","included","cellid_000128675-16P17"
"49141","cellid_000128676-1","included","cellid_000128676-16P17"
"49142","cellid_000128677-1","included","cellid_000128677-16P17"
"49143","cellid_000128680-1","included","cellid_000128680-16P17"
"49144","cellid_000128681-1","included","cellid_000128681-16P17"
"49145","cellid_000128684-1","included","cellid_000128684-16P17"
"49146","cellid_000128685-1","included","cellid_000128685-16P17"
"49147","cellid_000128686-1","included","cellid_000128686-16P17"
"49148","cellid_000128687-1","included","cellid_000128687-16P17"
"49149","cellid_000128688-1","included","cellid_000128688-16P17"
"49150","cellid_000128691-1","included","cellid_000128691-16P17"
"49151","cellid_000128693-1","included","cellid_000128693-16P17"
"49152","cellid_000128695-1","included","cellid_000128695-16P17"
"49153","cellid_000128696-1","included","cellid_000128696-16P17"
"49154","cellid_000128697-1","included","cellid_000128697-16P17"
"49155","cellid_000128699-1","included","cellid_000128699-16P17"
"49156","cellid_000128700-1","included","cellid_000128700-16P17"
"49157","cellid_000128701-1","included","cellid_000128701-16P17"
"49158","cellid_000128702-1","included","cellid_000128702-16P17"
"49159","cellid_000128703-1","included","cellid_000128703-16P17"
"49160","cellid_000128705-1","included","cellid_000128705-16P17"
"49161","cellid_000128706-1","included","cellid_000128706-16P17"
"49162","cellid_000128708-1","included","cellid_000128708-16P17"
"49163","cellid_000128710-1","included","cellid_000128710-16P17"
"49164","cellid_000128711-1","included","cellid_000128711-16P17"
"49165","cellid_000128712-1","included","cellid_000128712-16P17"
"49166","cellid_000128713-1","included","cellid_000128713-16P17"
"49167","cellid_000128714-1","included","cellid_000128714-16P17"
"49168","cellid_000128716-1","included","cellid_000128716-16P17"
"49169","cellid_000128717-1","included","cellid_000128717-16P17"
"49170","cellid_000128718-1","included","cellid_000128718-16P17"
"49171","cellid_000128720-1","included","cellid_000128720-16P17"
"49172","cellid_000128721-1","included","cellid_000128721-16P17"
"49173","cellid_000128722-1","included","cellid_000128722-16P17"
"49174","cellid_000128723-1","included","cellid_000128723-16P17"
