"","Barcode","Coltan.DIssection","Barcode_updated"
"14196","cellid_000025440-1","included","cellid_000025440-16P17"
"14197","cellid_000025441-1","included","cellid_000025441-16P17"
"14198","cellid_000025442-1","included","cellid_000025442-16P17"
"14199","cellid_000025443-1","included","cellid_000025443-16P17"
"14200","cellid_000025444-1","included","cellid_000025444-16P17"
"14201","cellid_000025445-1","included","cellid_000025445-16P17"
"14202","cellid_000025446-1","included","cellid_000025446-16P17"
"14203","cellid_000025447-1","included","cellid_000025447-16P17"
"14204","cellid_000025448-1","included","cellid_000025448-16P17"
"14205","cellid_000025449-1","included","cellid_000025449-16P17"
"14206","cellid_000025450-1","included","cellid_000025450-16P17"
"14207","cellid_000025451-1","included","cellid_000025451-16P17"
"14208","cellid_000025452-1","included","cellid_000025452-16P17"
"14209","cellid_000025453-1","included","cellid_000025453-16P17"
"14210","cellid_000025454-1","included","cellid_000025454-16P17"
"14211","cellid_000025455-1","included","cellid_000025455-16P17"
"14212","cellid_000025456-1","included","cellid_000025456-16P17"
"14213","cellid_000025457-1","included","cellid_000025457-16P17"
"14214","cellid_000025458-1","included","cellid_000025458-16P17"
"14215","cellid_000025459-1","included","cellid_000025459-16P17"
"14216","cellid_000025460-1","included","cellid_000025460-16P17"
"14217","cellid_000025461-1","included","cellid_000025461-16P17"
"14218","cellid_000025462-1","included","cellid_000025462-16P17"
"14219","cellid_000025463-1","included","cellid_000025463-16P17"
"14220","cellid_000025464-1","included","cellid_000025464-16P17"
"14221","cellid_000025465-1","included","cellid_000025465-16P17"
"14222","cellid_000025466-1","included","cellid_000025466-16P17"
"14223","cellid_000025467-1","included","cellid_000025467-16P17"
"14224","cellid_000025468-1","included","cellid_000025468-16P17"
"14225","cellid_000025469-1","included","cellid_000025469-16P17"
"14226","cellid_000025470-1","included","cellid_000025470-16P17"
"14227","cellid_000025471-1","included","cellid_000025471-16P17"
"14228","cellid_000025472-1","included","cellid_000025472-16P17"
"14229","cellid_000025473-1","included","cellid_000025473-16P17"
"14230","cellid_000025474-1","included","cellid_000025474-16P17"
"14231","cellid_000025475-1","included","cellid_000025475-16P17"
"14232","cellid_000025476-1","included","cellid_000025476-16P17"
"14233","cellid_000025477-1","included","cellid_000025477-16P17"
"14234","cellid_000025478-1","included","cellid_000025478-16P17"
"14235","cellid_000025479-1","included","cellid_000025479-16P17"
"14236","cellid_000025480-1","included","cellid_000025480-16P17"
"14237","cellid_000025481-1","included","cellid_000025481-16P17"
"14238","cellid_000025482-1","included","cellid_000025482-16P17"
"14239","cellid_000025483-1","included","cellid_000025483-16P17"
"14240","cellid_000025484-1","included","cellid_000025484-16P17"
"14241","cellid_000025485-1","included","cellid_000025485-16P17"
"14242","cellid_000025486-1","included","cellid_000025486-16P17"
"14243","cellid_000025487-1","included","cellid_000025487-16P17"
"14244","cellid_000025488-1","included","cellid_000025488-16P17"
"14245","cellid_000025489-1","included","cellid_000025489-16P17"
"14246","cellid_000025490-1","included","cellid_000025490-16P17"
"14247","cellid_000025491-1","included","cellid_000025491-16P17"
"14248","cellid_000025492-1","included","cellid_000025492-16P17"
"14249","cellid_000025493-1","included","cellid_000025493-16P17"
"14250","cellid_000025494-1","included","cellid_000025494-16P17"
"14251","cellid_000025495-1","included","cellid_000025495-16P17"
"14252","cellid_000025496-1","included","cellid_000025496-16P17"
"14253","cellid_000025497-1","included","cellid_000025497-16P17"
"14254","cellid_000025498-1","included","cellid_000025498-16P17"
"14255","cellid_000025499-1","included","cellid_000025499-16P17"
"14256","cellid_000025500-1","included","cellid_000025500-16P17"
"14257","cellid_000025501-1","included","cellid_000025501-16P17"
"14258","cellid_000025502-1","included","cellid_000025502-16P17"
"14259","cellid_000025503-1","included","cellid_000025503-16P17"
"14260","cellid_000025504-1","included","cellid_000025504-16P17"
"14261","cellid_000025505-1","included","cellid_000025505-16P17"
"14262","cellid_000025506-1","included","cellid_000025506-16P17"
"14263","cellid_000025507-1","included","cellid_000025507-16P17"
"14264","cellid_000025508-1","included","cellid_000025508-16P17"
"14265","cellid_000025509-1","included","cellid_000025509-16P17"
"14266","cellid_000025510-1","included","cellid_000025510-16P17"
"14267","cellid_000025511-1","included","cellid_000025511-16P17"
"14268","cellid_000025512-1","included","cellid_000025512-16P17"
"14269","cellid_000025513-1","included","cellid_000025513-16P17"
"14270","cellid_000025514-1","included","cellid_000025514-16P17"
"14271","cellid_000025515-1","included","cellid_000025515-16P17"
"14272","cellid_000025516-1","included","cellid_000025516-16P17"
"14273","cellid_000025517-1","included","cellid_000025517-16P17"
"14274","cellid_000025518-1","included","cellid_000025518-16P17"
"14275","cellid_000025519-1","included","cellid_000025519-16P17"
"14276","cellid_000025520-1","included","cellid_000025520-16P17"
"14277","cellid_000025521-1","included","cellid_000025521-16P17"
"14278","cellid_000025522-1","included","cellid_000025522-16P17"
"14279","cellid_000025523-1","included","cellid_000025523-16P17"
"14280","cellid_000025524-1","included","cellid_000025524-16P17"
"14281","cellid_000025525-1","included","cellid_000025525-16P17"
"14282","cellid_000025526-1","included","cellid_000025526-16P17"
"14283","cellid_000025527-1","included","cellid_000025527-16P17"
"14284","cellid_000025528-1","included","cellid_000025528-16P17"
"14285","cellid_000025529-1","included","cellid_000025529-16P17"
"14286","cellid_000025530-1","included","cellid_000025530-16P17"
"14287","cellid_000025531-1","included","cellid_000025531-16P17"
"14288","cellid_000025532-1","included","cellid_000025532-16P17"
"14289","cellid_000025533-1","included","cellid_000025533-16P17"
"14290","cellid_000025534-1","included","cellid_000025534-16P17"
"14291","cellid_000025535-1","included","cellid_000025535-16P17"
"14292","cellid_000025536-1","included","cellid_000025536-16P17"
"14293","cellid_000025537-1","included","cellid_000025537-16P17"
"14294","cellid_000025538-1","included","cellid_000025538-16P17"
"14295","cellid_000025539-1","included","cellid_000025539-16P17"
"14296","cellid_000025540-1","included","cellid_000025540-16P17"
"14297","cellid_000025541-1","included","cellid_000025541-16P17"
"14298","cellid_000025542-1","included","cellid_000025542-16P17"
"14299","cellid_000025543-1","included","cellid_000025543-16P17"
"14300","cellid_000025544-1","included","cellid_000025544-16P17"
"14301","cellid_000025545-1","included","cellid_000025545-16P17"
"14302","cellid_000025546-1","included","cellid_000025546-16P17"
"14303","cellid_000025547-1","included","cellid_000025547-16P17"
"14304","cellid_000025548-1","included","cellid_000025548-16P17"
"14305","cellid_000025549-1","included","cellid_000025549-16P17"
"14306","cellid_000025550-1","included","cellid_000025550-16P17"
"14307","cellid_000025551-1","included","cellid_000025551-16P17"
"14308","cellid_000025552-1","included","cellid_000025552-16P17"
"14309","cellid_000025553-1","included","cellid_000025553-16P17"
"14310","cellid_000025554-1","included","cellid_000025554-16P17"
"14311","cellid_000025555-1","included","cellid_000025555-16P17"
"14312","cellid_000025556-1","included","cellid_000025556-16P17"
"14313","cellid_000025557-1","included","cellid_000025557-16P17"
"14314","cellid_000025558-1","included","cellid_000025558-16P17"
"14315","cellid_000025559-1","included","cellid_000025559-16P17"
"14316","cellid_000025560-1","included","cellid_000025560-16P17"
"14317","cellid_000025561-1","included","cellid_000025561-16P17"
"14318","cellid_000025562-1","included","cellid_000025562-16P17"
"14319","cellid_000025563-1","included","cellid_000025563-16P17"
"14320","cellid_000025564-1","included","cellid_000025564-16P17"
"14321","cellid_000025565-1","included","cellid_000025565-16P17"
"14322","cellid_000025566-1","included","cellid_000025566-16P17"
"14323","cellid_000025567-1","included","cellid_000025567-16P17"
"14324","cellid_000025568-1","included","cellid_000025568-16P17"
"14325","cellid_000025569-1","included","cellid_000025569-16P17"
"14326","cellid_000025570-1","included","cellid_000025570-16P17"
"14327","cellid_000025571-1","included","cellid_000025571-16P17"
"14328","cellid_000025572-1","included","cellid_000025572-16P17"
"14329","cellid_000025573-1","included","cellid_000025573-16P17"
"14330","cellid_000025574-1","included","cellid_000025574-16P17"
"14331","cellid_000025575-1","included","cellid_000025575-16P17"
"14332","cellid_000025576-1","included","cellid_000025576-16P17"
"14333","cellid_000025577-1","included","cellid_000025577-16P17"
"14334","cellid_000025578-1","included","cellid_000025578-16P17"
"14335","cellid_000025579-1","included","cellid_000025579-16P17"
"14336","cellid_000025580-1","included","cellid_000025580-16P17"
"14337","cellid_000025581-1","included","cellid_000025581-16P17"
"14338","cellid_000025582-1","included","cellid_000025582-16P17"
"14339","cellid_000025583-1","included","cellid_000025583-16P17"
"14340","cellid_000025584-1","included","cellid_000025584-16P17"
"14341","cellid_000025586-1","included","cellid_000025586-16P17"
"14342","cellid_000025587-1","included","cellid_000025587-16P17"
"14343","cellid_000025588-1","included","cellid_000025588-16P17"
"14344","cellid_000025589-1","included","cellid_000025589-16P17"
"14345","cellid_000025590-1","included","cellid_000025590-16P17"
"14346","cellid_000025591-1","included","cellid_000025591-16P17"
"14347","cellid_000025592-1","included","cellid_000025592-16P17"
"14348","cellid_000025593-1","included","cellid_000025593-16P17"
"14349","cellid_000025594-1","included","cellid_000025594-16P17"
"14350","cellid_000025595-1","included","cellid_000025595-16P17"
"14351","cellid_000025596-1","included","cellid_000025596-16P17"
"14352","cellid_000025597-1","included","cellid_000025597-16P17"
"14353","cellid_000025598-1","included","cellid_000025598-16P17"
"14354","cellid_000025599-1","included","cellid_000025599-16P17"
"14355","cellid_000025600-1","included","cellid_000025600-16P17"
"14356","cellid_000025601-1","included","cellid_000025601-16P17"
"14357","cellid_000025602-1","included","cellid_000025602-16P17"
"14358","cellid_000025603-1","included","cellid_000025603-16P17"
"14359","cellid_000025604-1","included","cellid_000025604-16P17"
"14360","cellid_000025605-1","included","cellid_000025605-16P17"
"14361","cellid_000025606-1","included","cellid_000025606-16P17"
"14362","cellid_000025607-1","included","cellid_000025607-16P17"
"14363","cellid_000025608-1","included","cellid_000025608-16P17"
"14364","cellid_000025609-1","included","cellid_000025609-16P17"
"14365","cellid_000025610-1","included","cellid_000025610-16P17"
"14366","cellid_000025611-1","included","cellid_000025611-16P17"
"14367","cellid_000025612-1","included","cellid_000025612-16P17"
"14368","cellid_000025613-1","included","cellid_000025613-16P17"
"14369","cellid_000025614-1","included","cellid_000025614-16P17"
"14370","cellid_000025615-1","included","cellid_000025615-16P17"
"14371","cellid_000025616-1","included","cellid_000025616-16P17"
"14372","cellid_000025617-1","included","cellid_000025617-16P17"
"14373","cellid_000025618-1","included","cellid_000025618-16P17"
"14374","cellid_000025619-1","included","cellid_000025619-16P17"
"14375","cellid_000025620-1","included","cellid_000025620-16P17"
"14376","cellid_000025621-1","included","cellid_000025621-16P17"
"14377","cellid_000025622-1","included","cellid_000025622-16P17"
"14378","cellid_000025623-1","included","cellid_000025623-16P17"
"14379","cellid_000025624-1","included","cellid_000025624-16P17"
"14380","cellid_000025625-1","included","cellid_000025625-16P17"
"14381","cellid_000025626-1","included","cellid_000025626-16P17"
"14382","cellid_000025627-1","included","cellid_000025627-16P17"
"14383","cellid_000025628-1","included","cellid_000025628-16P17"
"14384","cellid_000025629-1","included","cellid_000025629-16P17"
"14385","cellid_000025631-1","included","cellid_000025631-16P17"
"14386","cellid_000025632-1","included","cellid_000025632-16P17"
"14387","cellid_000025633-1","included","cellid_000025633-16P17"
"14388","cellid_000025634-1","included","cellid_000025634-16P17"
"14389","cellid_000025635-1","included","cellid_000025635-16P17"
"14390","cellid_000025637-1","included","cellid_000025637-16P17"
"14391","cellid_000025638-1","included","cellid_000025638-16P17"
"14392","cellid_000025639-1","included","cellid_000025639-16P17"
"14393","cellid_000025640-1","included","cellid_000025640-16P17"
"14394","cellid_000025641-1","included","cellid_000025641-16P17"
"14395","cellid_000025642-1","included","cellid_000025642-16P17"
"14396","cellid_000025643-1","included","cellid_000025643-16P17"
"14397","cellid_000025644-1","included","cellid_000025644-16P17"
"14398","cellid_000025645-1","included","cellid_000025645-16P17"
"14399","cellid_000025646-1","included","cellid_000025646-16P17"
"14400","cellid_000025647-1","included","cellid_000025647-16P17"
"14401","cellid_000025648-1","included","cellid_000025648-16P17"
"14402","cellid_000025649-1","included","cellid_000025649-16P17"
"14403","cellid_000025650-1","included","cellid_000025650-16P17"
"14404","cellid_000025651-1","included","cellid_000025651-16P17"
"14405","cellid_000025652-1","included","cellid_000025652-16P17"
"14406","cellid_000025653-1","included","cellid_000025653-16P17"
"14407","cellid_000025654-1","included","cellid_000025654-16P17"
"14408","cellid_000025655-1","included","cellid_000025655-16P17"
