"Barcode","res_2"
"cellid_000001440-1",NA
"cellid_000001441-1",NA
"cellid_000001443-1",NA
"cellid_000001444-1",NA
"cellid_000001445-1",NA
"cellid_000001446-1",NA
"cellid_000001447-1",NA
"cellid_000001448-1",NA
"cellid_000001449-1",NA
"cellid_000001450-1",NA
"cellid_000001451-1",NA
"cellid_000001452-1",NA
"cellid_000001453-1",NA
"cellid_000001454-1",NA
"cellid_000001455-1",NA
"cellid_000001459-1",NA
"cellid_000001460-1",NA
"cellid_000001461-1",NA
"cellid_000001462-1",NA
"cellid_000001463-1",NA
"cellid_000001465-1",NA
"cellid_000001466-1",NA
"cellid_000001467-1",NA
"cellid_000001469-1",NA
"cellid_000001470-1","12"
"cellid_000001471-1",NA
"cellid_000001472-1",NA
"cellid_000001474-1",NA
"cellid_000001475-1",NA
"cellid_000001476-1",NA
"cellid_000001477-1",NA
"cellid_000001479-1",NA
"cellid_000001480-1",NA
"cellid_000001481-1",NA
"cellid_000001483-1",NA
"cellid_000001484-1",NA
"cellid_000001486-1","6"
"cellid_000001487-1",NA
"cellid_000001488-1",NA
"cellid_000001489-1","17"
"cellid_000001490-1",NA
"cellid_000001491-1",NA
"cellid_000001493-1","9"
"cellid_000001495-1","9"
"cellid_000001496-1",NA
"cellid_000001497-1",NA
"cellid_000001501-1",NA
"cellid_000001502-1",NA
"cellid_000001503-1",NA
"cellid_000001504-1",NA
"cellid_000001505-1",NA
"cellid_000001506-1",NA
"cellid_000001507-1",NA
"cellid_000001508-1",NA
"cellid_000001509-1","0"
"cellid_000001510-1",NA
"cellid_000001511-1",NA
"cellid_000001512-1",NA
"cellid_000001513-1","6"
"cellid_000001514-1",NA
"cellid_000001516-1",NA
"cellid_000001517-1",NA
"cellid_000001518-1",NA
"cellid_000001519-1",NA
"cellid_000001520-1",NA
"cellid_000001521-1",NA
"cellid_000001522-1",NA
"cellid_000001523-1",NA
"cellid_000001524-1",NA
"cellid_000001525-1",NA
"cellid_000001526-1",NA
"cellid_000001527-1",NA
"cellid_000001528-1",NA
"cellid_000001530-1",NA
"cellid_000001531-1",NA
"cellid_000001533-1","18"
"cellid_000001534-1",NA
"cellid_000001535-1",NA
"cellid_000001538-1",NA
"cellid_000001539-1",NA
"cellid_000001540-1","6"
"cellid_000001541-1","28"
"cellid_000001542-1",NA
"cellid_000001543-1",NA
"cellid_000001544-1",NA
"cellid_000001546-1",NA
"cellid_000001548-1",NA
"cellid_000001549-1",NA
"cellid_000001550-1",NA
"cellid_000001551-1",NA
"cellid_000001552-1",NA
"cellid_000001553-1",NA
"cellid_000001554-1",NA
"cellid_000001555-1",NA
"cellid_000001556-1",NA
"cellid_000001557-1",NA
"cellid_000001559-1",NA
"cellid_000001560-1",NA
"cellid_000001561-1",NA
"cellid_000001562-1",NA
"cellid_000001563-1",NA
"cellid_000001564-1",NA
"cellid_000001565-1",NA
"cellid_000001566-1",NA
"cellid_000001567-1",NA
"cellid_000001568-1",NA
"cellid_000001570-1",NA
"cellid_000001571-1",NA
"cellid_000001572-1","15"
"cellid_000001573-1",NA
"cellid_000001574-1",NA
"cellid_000001576-1",NA
"cellid_000001577-1",NA
"cellid_000001578-1",NA
"cellid_000001579-1",NA
"cellid_000001580-1",NA
"cellid_000001581-1",NA
"cellid_000001582-1",NA
"cellid_000001583-1",NA
"cellid_000001585-1",NA
"cellid_000001586-1",NA
"cellid_000001587-1",NA
"cellid_000001588-1","6"
"cellid_000001589-1",NA
"cellid_000001590-1",NA
"cellid_000001591-1",NA
"cellid_000001592-1",NA
"cellid_000001593-1",NA
"cellid_000001594-1",NA
"cellid_000001595-1",NA
"cellid_000001596-1",NA
"cellid_000001597-1","0"
"cellid_000001598-1",NA
"cellid_000001599-1",NA
"cellid_000001600-1",NA
"cellid_000001601-1",NA
"cellid_000001603-1",NA
"cellid_000001605-1",NA
"cellid_000001606-1",NA
"cellid_000001607-1","16"
"cellid_000001610-1",NA
"cellid_000001611-1",NA
"cellid_000001614-1",NA
"cellid_000001615-1",NA
"cellid_000001616-1",NA
"cellid_000001617-1",NA
"cellid_000001618-1",NA
"cellid_000001619-1",NA
"cellid_000001621-1",NA
"cellid_000001622-1",NA
"cellid_000001623-1",NA
"cellid_000001626-1",NA
"cellid_000001627-1",NA
"cellid_000001628-1",NA
"cellid_000001630-1","10"
"cellid_000001633-1",NA
"cellid_000001634-1",NA
"cellid_000001635-1",NA
"cellid_000001637-1",NA
"cellid_000001638-1",NA
"cellid_000001639-1",NA
"cellid_000001640-1",NA
"cellid_000001643-1","30"
"cellid_000001644-1",NA
"cellid_000001645-1",NA
"cellid_000001646-1",NA
"cellid_000001647-1",NA
"cellid_000001648-1",NA
"cellid_000001649-1",NA
"cellid_000001650-1",NA
"cellid_000001651-1",NA
"cellid_000001652-1",NA
"cellid_000001653-1",NA
"cellid_000001654-1",NA
"cellid_000001656-1",NA
"cellid_000001657-1",NA
"cellid_000001659-1",NA
"cellid_000001661-1",NA
"cellid_000001662-1","1"
"cellid_000001663-1","12"
"cellid_000001664-1",NA
"cellid_000001665-1",NA
"cellid_000001666-1",NA
"cellid_000001667-1",NA
"cellid_000001668-1",NA
"cellid_000001669-1",NA
"cellid_000001670-1",NA
"cellid_000001672-1","17"
"cellid_000001673-1",NA
"cellid_000001674-1",NA
"cellid_000001675-1",NA
"cellid_000001676-1",NA
"cellid_000001677-1",NA
"cellid_000001678-1",NA
"cellid_000001679-1",NA
"cellid_000001680-1","6"
"cellid_000001681-1",NA
"cellid_000001682-1",NA
"cellid_000001683-1","4"
"cellid_000001684-1",NA
"cellid_000001685-1",NA
"cellid_000001686-1",NA
"cellid_000001687-1","6"
"cellid_000001688-1",NA
"cellid_000001689-1",NA
"cellid_000001691-1",NA
"cellid_000001693-1",NA
"cellid_000001695-1","19"
"cellid_000001696-1",NA
"cellid_000001699-1",NA
"cellid_000001701-1",NA
"cellid_000001702-1",NA
"cellid_000001703-1",NA
"cellid_000001704-1","6"
"cellid_000001705-1","8"
"cellid_000001706-1",NA
"cellid_000001707-1",NA
"cellid_000001708-1",NA
"cellid_000001709-1",NA
"cellid_000001710-1",NA
"cellid_000001711-1",NA
"cellid_000001712-1",NA
"cellid_000001713-1",NA
"cellid_000001714-1",NA
"cellid_000001715-1",NA
"cellid_000001716-1",NA
"cellid_000001717-1",NA
"cellid_000001718-1","22"
"cellid_000001719-1",NA
"cellid_000001720-1",NA
"cellid_000001721-1",NA
"cellid_000001723-1",NA
"cellid_000001724-1",NA
"cellid_000001725-1",NA
"cellid_000001726-1",NA
"cellid_000001727-1",NA
"cellid_000001728-1",NA
"cellid_000001729-1","0"
"cellid_000001732-1",NA
"cellid_000001733-1",NA
"cellid_000001734-1",NA
"cellid_000001735-1",NA
"cellid_000001736-1",NA
"cellid_000001737-1",NA
"cellid_000001738-1",NA
"cellid_000001739-1",NA
"cellid_000001741-1",NA
"cellid_000001743-1","6"
"cellid_000001744-1",NA
"cellid_000001746-1",NA
"cellid_000001747-1","6"
"cellid_000001749-1",NA
"cellid_000001751-1",NA
"cellid_000001753-1",NA
"cellid_000001754-1",NA
"cellid_000001755-1",NA
"cellid_000001756-1",NA
"cellid_000001757-1",NA
"cellid_000001758-1",NA
"cellid_000001759-1",NA
"cellid_000001760-1",NA
"cellid_000001761-1",NA
"cellid_000001762-1",NA
"cellid_000001763-1",NA
"cellid_000001764-1",NA
"cellid_000001766-1",NA
"cellid_000001768-1",NA
"cellid_000001769-1",NA
"cellid_000001770-1",NA
"cellid_000001771-1",NA
"cellid_000001772-1",NA
"cellid_000001773-1",NA
"cellid_000001774-1",NA
"cellid_000001775-1",NA
"cellid_000001776-1",NA
"cellid_000001777-1",NA
"cellid_000001779-1",NA
"cellid_000001780-1",NA
"cellid_000001782-1",NA
"cellid_000001783-1",NA
"cellid_000001784-1",NA
"cellid_000001785-1",NA
"cellid_000001786-1",NA
"cellid_000001787-1","2"
"cellid_000001788-1",NA
"cellid_000001789-1",NA
"cellid_000001790-1",NA
"cellid_000001791-1",NA
"cellid_000001792-1",NA
"cellid_000001793-1",NA
"cellid_000001794-1","18"
"cellid_000001795-1",NA
"cellid_000001796-1",NA
"cellid_000001797-1",NA
"cellid_000001800-1",NA
"cellid_000001801-1","9"
"cellid_000001802-1","23"
"cellid_000001803-1",NA
"cellid_000001804-1",NA
"cellid_000001806-1",NA
"cellid_000001807-1",NA
"cellid_000001808-1",NA
"cellid_000001809-1",NA
"cellid_000001810-1",NA
"cellid_000001811-1",NA
"cellid_000001812-1",NA
"cellid_000001813-1",NA
"cellid_000001816-1","30"
"cellid_000001817-1",NA
"cellid_000001818-1",NA
"cellid_000001819-1","18"
"cellid_000001820-1",NA
"cellid_000001821-1","6"
"cellid_000001822-1",NA
"cellid_000001824-1",NA
"cellid_000001825-1",NA
"cellid_000001826-1",NA
"cellid_000001827-1",NA
"cellid_000001828-1",NA
"cellid_000001829-1",NA
"cellid_000001830-1",NA
"cellid_000001831-1",NA
"cellid_000001832-1",NA
"cellid_000001833-1",NA
"cellid_000001834-1",NA
"cellid_000001835-1",NA
"cellid_000001836-1",NA
"cellid_000001837-1",NA
"cellid_000001838-1",NA
"cellid_000001839-1",NA
"cellid_000001840-1",NA
"cellid_000001841-1",NA
"cellid_000001843-1",NA
"cellid_000001844-1",NA
"cellid_000001845-1",NA
"cellid_000001846-1",NA
"cellid_000001848-1",NA
"cellid_000001850-1",NA
"cellid_000001851-1",NA
"cellid_000001852-1",NA
"cellid_000001853-1",NA
"cellid_000001854-1",NA
"cellid_000001855-1",NA
"cellid_000001856-1",NA
"cellid_000001857-1",NA
"cellid_000001858-1",NA
"cellid_000001859-1",NA
"cellid_000001860-1",NA
"cellid_000001862-1",NA
"cellid_000001863-1",NA
"cellid_000001864-1",NA
"cellid_000001866-1",NA
"cellid_000001867-1","6"
"cellid_000001868-1",NA
"cellid_000001869-1",NA
"cellid_000001870-1",NA
"cellid_000001871-1",NA
"cellid_000001872-1",NA
"cellid_000001873-1",NA
"cellid_000001874-1",NA
"cellid_000001875-1",NA
"cellid_000001876-1",NA
"cellid_000001879-1",NA
"cellid_000001880-1",NA
"cellid_000001883-1",NA
"cellid_000001884-1",NA
"cellid_000001885-1",NA
"cellid_000001888-1",NA
"cellid_000001890-1",NA
"cellid_000001891-1",NA
"cellid_000001892-1","18"
"cellid_000001893-1","6"
"cellid_000001894-1","10"
"cellid_000001895-1",NA
"cellid_000001896-1",NA
"cellid_000001898-1",NA
"cellid_000001899-1",NA
"cellid_000001900-1",NA
"cellid_000001901-1",NA
"cellid_000001902-1","6"
"cellid_000001903-1",NA
"cellid_000001904-1",NA
"cellid_000001905-1",NA
"cellid_000001906-1",NA
"cellid_000001907-1",NA
"cellid_000001908-1",NA
"cellid_000001910-1",NA
"cellid_000001911-1",NA
"cellid_000001913-1",NA
"cellid_000001914-1",NA
"cellid_000001915-1",NA
"cellid_000001916-1",NA
"cellid_000001917-1",NA
"cellid_000001919-1",NA
"cellid_000001920-1",NA
"cellid_000001921-1",NA
"cellid_000001922-1",NA
"cellid_000001923-1",NA
"cellid_000001924-1","3"
"cellid_000001925-1",NA
"cellid_000001926-1",NA
"cellid_000001927-1",NA
"cellid_000001928-1",NA
"cellid_000001929-1",NA
"cellid_000001930-1","22"
"cellid_000001931-1",NA
"cellid_000001932-1",NA
"cellid_000001933-1",NA
"cellid_000001934-1",NA
"cellid_000001935-1",NA
"cellid_000001936-1",NA
"cellid_000001937-1",NA
"cellid_000001938-1",NA
"cellid_000001939-1",NA
"cellid_000001940-1",NA
"cellid_000001941-1","9"
"cellid_000001942-1",NA
"cellid_000001943-1",NA
"cellid_000001945-1","15"
"cellid_000001946-1",NA
"cellid_000001947-1",NA
"cellid_000001948-1","13"
"cellid_000001950-1",NA
"cellid_000001951-1",NA
"cellid_000001953-1",NA
"cellid_000001954-1",NA
"cellid_000001955-1",NA
"cellid_000001956-1",NA
"cellid_000001957-1",NA
"cellid_000001958-1",NA
"cellid_000001959-1",NA
"cellid_000001960-1",NA
"cellid_000001961-1","10"
"cellid_000001963-1",NA
"cellid_000001964-1",NA
"cellid_000001965-1","9"
"cellid_000001966-1","6"
"cellid_000001967-1",NA
"cellid_000001968-1",NA
"cellid_000001969-1",NA
"cellid_000001970-1",NA
"cellid_000001971-1",NA
"cellid_000001972-1",NA
"cellid_000001973-1",NA
"cellid_000001974-1",NA
"cellid_000001975-1",NA
"cellid_000001976-1",NA
"cellid_000001977-1",NA
"cellid_000001978-1",NA
"cellid_000001979-1",NA
"cellid_000001980-1",NA
"cellid_000001981-1","12"
"cellid_000001982-1",NA
"cellid_000001983-1",NA
"cellid_000001986-1",NA
"cellid_000001987-1",NA
"cellid_000001989-1",NA
"cellid_000001990-1",NA
"cellid_000001991-1",NA
"cellid_000001992-1",NA
"cellid_000001993-1",NA
"cellid_000001994-1",NA
"cellid_000001996-1",NA
"cellid_000001997-1","6"
"cellid_000001998-1",NA
"cellid_000001999-1",NA
"cellid_000002000-1",NA
"cellid_000002001-1",NA
"cellid_000002002-1",NA
"cellid_000002003-1",NA
"cellid_000002004-1",NA
"cellid_000002005-1",NA
"cellid_000002006-1",NA
"cellid_000002007-1",NA
"cellid_000002008-1",NA
"cellid_000002009-1",NA
"cellid_000002010-1",NA
"cellid_000002013-1",NA
"cellid_000002014-1",NA
"cellid_000002015-1",NA
"cellid_000002016-1",NA
"cellid_000002017-1",NA
"cellid_000002018-1",NA
"cellid_000002019-1",NA
"cellid_000002021-1",NA
"cellid_000002022-1","6"
"cellid_000002023-1",NA
"cellid_000002024-1",NA
"cellid_000002025-1","6"
"cellid_000002026-1",NA
"cellid_000002027-1",NA
"cellid_000002028-1",NA
"cellid_000002029-1","9"
"cellid_000002030-1",NA
"cellid_000002031-1",NA
"cellid_000002032-1",NA
"cellid_000002033-1",NA
"cellid_000002034-1",NA
"cellid_000002035-1",NA
"cellid_000002036-1",NA
"cellid_000002037-1",NA
"cellid_000002038-1",NA
"cellid_000002039-1",NA
"cellid_000002041-1",NA
"cellid_000002042-1",NA
"cellid_000002044-1",NA
"cellid_000002046-1",NA
"cellid_000002047-1",NA
"cellid_000002048-1",NA
"cellid_000002049-1",NA
"cellid_000002051-1",NA
"cellid_000002052-1",NA
"cellid_000002053-1",NA
"cellid_000002054-1",NA
"cellid_000002055-1",NA
"cellid_000002057-1",NA
"cellid_000002058-1",NA
"cellid_000002059-1",NA
"cellid_000002060-1",NA
"cellid_000002062-1",NA
"cellid_000002064-1",NA
"cellid_000002065-1","4"
"cellid_000002066-1",NA
"cellid_000002067-1",NA
"cellid_000002068-1",NA
"cellid_000002069-1",NA
"cellid_000002070-1",NA
"cellid_000002072-1",NA
"cellid_000002073-1","4"
"cellid_000002074-1",NA
"cellid_000002075-1",NA
"cellid_000002076-1",NA
"cellid_000002077-1",NA
"cellid_000002078-1",NA
"cellid_000002079-1",NA
"cellid_000002080-1",NA
"cellid_000002082-1",NA
"cellid_000002084-1","18"
"cellid_000002085-1",NA
"cellid_000002086-1",NA
"cellid_000002087-1",NA
"cellid_000002088-1",NA
"cellid_000002089-1",NA
"cellid_000002091-1",NA
"cellid_000002092-1",NA
"cellid_000002093-1",NA
"cellid_000002095-1",NA
"cellid_000002096-1",NA
"cellid_000002097-1",NA
"cellid_000002100-1",NA
"cellid_000002101-1",NA
"cellid_000002102-1",NA
"cellid_000002104-1",NA
"cellid_000002105-1",NA
"cellid_000002106-1",NA
"cellid_000002107-1",NA
"cellid_000002108-1",NA
"cellid_000002109-1",NA
"cellid_000002110-1",NA
"cellid_000002111-1",NA
"cellid_000002112-1","16"
"cellid_000002114-1",NA
"cellid_000002115-1",NA
"cellid_000002117-1",NA
"cellid_000002118-1",NA
"cellid_000002121-1",NA
"cellid_000002124-1",NA
"cellid_000002125-1",NA
"cellid_000002126-1",NA
"cellid_000002127-1",NA
"cellid_000002128-1",NA
"cellid_000002129-1",NA
"cellid_000002130-1",NA
"cellid_000002131-1",NA
"cellid_000002132-1",NA
"cellid_000002133-1",NA
"cellid_000002134-1",NA
"cellid_000002135-1",NA
"cellid_000002136-1",NA
"cellid_000002138-1",NA
"cellid_000002139-1",NA
"cellid_000002140-1",NA
"cellid_000002142-1",NA
"cellid_000002143-1",NA
"cellid_000002144-1",NA
"cellid_000002145-1",NA
"cellid_000002146-1",NA
"cellid_000002147-1",NA
"cellid_000002148-1",NA
"cellid_000002150-1","6"
"cellid_000002152-1",NA
"cellid_000002153-1",NA
"cellid_000002157-1",NA
"cellid_000002158-1",NA
"cellid_000002159-1",NA
"cellid_000002160-1",NA
"cellid_000002163-1",NA
"cellid_000002165-1","6"
"cellid_000002166-1",NA
"cellid_000002167-1","13"
"cellid_000002168-1","17"
"cellid_000002169-1",NA
"cellid_000002170-1","8"
"cellid_000002171-1",NA
"cellid_000002173-1",NA
"cellid_000002174-1",NA
"cellid_000002175-1",NA
"cellid_000002176-1",NA
"cellid_000002177-1",NA
"cellid_000002178-1",NA
"cellid_000002179-1",NA
"cellid_000002180-1",NA
"cellid_000002185-1",NA
"cellid_000002186-1",NA
"cellid_000002188-1","4"
"cellid_000002189-1",NA
"cellid_000002190-1",NA
"cellid_000002191-1",NA
"cellid_000002192-1",NA
"cellid_000002193-1",NA
"cellid_000002194-1",NA
"cellid_000002195-1","12"
"cellid_000002196-1",NA
"cellid_000002197-1",NA
"cellid_000002198-1",NA
"cellid_000002199-1",NA
"cellid_000002200-1",NA
"cellid_000002201-1",NA
"cellid_000002202-1",NA
"cellid_000002203-1",NA
"cellid_000002204-1",NA
"cellid_000002205-1",NA
"cellid_000002206-1",NA
"cellid_000002207-1",NA
"cellid_000002209-1",NA
"cellid_000002210-1","9"
"cellid_000002211-1",NA
"cellid_000002212-1",NA
"cellid_000002213-1",NA
"cellid_000002214-1",NA
"cellid_000002216-1",NA
"cellid_000002217-1",NA
"cellid_000002218-1",NA
"cellid_000002221-1",NA
"cellid_000002222-1",NA
"cellid_000002224-1",NA
"cellid_000002225-1",NA
"cellid_000002228-1",NA
"cellid_000002230-1",NA
"cellid_000002231-1",NA
"cellid_000002233-1",NA
"cellid_000002235-1",NA
"cellid_000002236-1",NA
"cellid_000002237-1",NA
"cellid_000002238-1",NA
"cellid_000002239-1",NA
"cellid_000002240-1","18"
"cellid_000002241-1",NA
"cellid_000002242-1",NA
"cellid_000002243-1",NA
"cellid_000002244-1",NA
"cellid_000002246-1",NA
"cellid_000002247-1",NA
"cellid_000002248-1",NA
"cellid_000002251-1","22"
"cellid_000002254-1",NA
"cellid_000002255-1","9"
"cellid_000002256-1",NA
"cellid_000002257-1",NA
"cellid_000002258-1",NA
"cellid_000002259-1",NA
"cellid_000002260-1",NA
"cellid_000002264-1",NA
"cellid_000002265-1",NA
"cellid_000002266-1",NA
"cellid_000002267-1",NA
"cellid_000002269-1",NA
"cellid_000002270-1",NA
"cellid_000002271-1",NA
"cellid_000002273-1",NA
"cellid_000002275-1",NA
"cellid_000002276-1",NA
"cellid_000002277-1",NA
"cellid_000002278-1",NA
"cellid_000002279-1",NA
"cellid_000002280-1",NA
"cellid_000002281-1",NA
"cellid_000002282-1",NA
"cellid_000002283-1",NA
"cellid_000002285-1",NA
"cellid_000002286-1",NA
"cellid_000002287-1",NA
"cellid_000002289-1",NA
"cellid_000002290-1",NA
"cellid_000002291-1",NA
"cellid_000002293-1",NA
"cellid_000002294-1",NA
"cellid_000002296-1",NA
"cellid_000002297-1",NA
"cellid_000002299-1",NA
"cellid_000002301-1",NA
"cellid_000002302-1",NA
"cellid_000002303-1",NA
"cellid_000002304-1",NA
"cellid_000002305-1",NA
"cellid_000002306-1",NA
"cellid_000002307-1",NA
"cellid_000002309-1",NA
"cellid_000002310-1",NA
"cellid_000002311-1",NA
"cellid_000002313-1",NA
"cellid_000002314-1",NA
"cellid_000002316-1",NA
"cellid_000002317-1",NA
"cellid_000002318-1",NA
"cellid_000002319-1",NA
"cellid_000002320-1","10"
"cellid_000002321-1",NA
"cellid_000002322-1",NA
"cellid_000002324-1",NA
"cellid_000002325-1",NA
"cellid_000002327-1",NA
"cellid_000002328-1",NA
"cellid_000002329-1",NA
"cellid_000002330-1","9"
"cellid_000002331-1",NA
"cellid_000002334-1",NA
"cellid_000002335-1",NA
"cellid_000002337-1",NA
"cellid_000002338-1",NA
"cellid_000002339-1",NA
"cellid_000002340-1",NA
"cellid_000002341-1",NA
"cellid_000002342-1",NA
"cellid_000002343-1",NA
"cellid_000002344-1",NA
"cellid_000002345-1",NA
"cellid_000002346-1",NA
"cellid_000002348-1",NA
"cellid_000002349-1",NA
"cellid_000002350-1",NA
"cellid_000002352-1",NA
"cellid_000002353-1",NA
"cellid_000002354-1",NA
"cellid_000002355-1",NA
"cellid_000002357-1",NA
"cellid_000002358-1","18"
"cellid_000002359-1","22"
"cellid_000002360-1",NA
"cellid_000002361-1","6"
"cellid_000002362-1",NA
"cellid_000002363-1",NA
"cellid_000002364-1",NA
"cellid_000002365-1",NA
"cellid_000002367-1",NA
"cellid_000002369-1",NA
"cellid_000002370-1","12"
"cellid_000002371-1",NA
"cellid_000002372-1","6"
"cellid_000002373-1",NA
"cellid_000002374-1","4"
"cellid_000002375-1",NA
"cellid_000002377-1",NA
"cellid_000002378-1",NA
"cellid_000002379-1",NA
"cellid_000002380-1",NA
"cellid_000002381-1",NA
"cellid_000002382-1",NA
"cellid_000002383-1",NA
"cellid_000002384-1",NA
"cellid_000002385-1",NA
"cellid_000002387-1",NA
"cellid_000002388-1","26"
"cellid_000002389-1",NA
"cellid_000002390-1",NA
"cellid_000002391-1",NA
"cellid_000002392-1",NA
"cellid_000002393-1",NA
"cellid_000002395-1",NA
"cellid_000002396-1",NA
"cellid_000002397-1",NA
"cellid_000002398-1",NA
"cellid_000002399-1",NA
"cellid_000002401-1",NA
"cellid_000002402-1",NA
"cellid_000002403-1",NA
"cellid_000002404-1",NA
"cellid_000002406-1",NA
"cellid_000002407-1","9"
"cellid_000002408-1","30"
"cellid_000002409-1",NA
"cellid_000002410-1",NA
"cellid_000002413-1",NA
"cellid_000002414-1",NA
"cellid_000002416-1",NA
"cellid_000002417-1",NA
"cellid_000002419-1",NA
"cellid_000002420-1",NA
"cellid_000002421-1",NA
"cellid_000002422-1",NA
"cellid_000002423-1",NA
"cellid_000002424-1",NA
"cellid_000002425-1",NA
"cellid_000002427-1",NA
"cellid_000002429-1",NA
"cellid_000002430-1",NA
"cellid_000002431-1",NA
"cellid_000002433-1",NA
"cellid_000002434-1","9"
"cellid_000002435-1",NA
"cellid_000002436-1",NA
"cellid_000002437-1",NA
"cellid_000002438-1",NA
"cellid_000002439-1",NA
"cellid_000002440-1",NA
"cellid_000002441-1",NA
"cellid_000002442-1",NA
"cellid_000002443-1",NA
"cellid_000002444-1","18"
"cellid_000002445-1",NA
"cellid_000002446-1",NA
"cellid_000002447-1",NA
"cellid_000002449-1",NA
"cellid_000002450-1",NA
"cellid_000002451-1",NA
"cellid_000002452-1","6"
"cellid_000002453-1",NA
"cellid_000002454-1",NA
"cellid_000002455-1",NA
"cellid_000002456-1",NA
"cellid_000002457-1",NA
"cellid_000002458-1",NA
"cellid_000002459-1",NA
"cellid_000002461-1",NA
"cellid_000002462-1",NA
"cellid_000002463-1",NA
"cellid_000002464-1",NA
"cellid_000002465-1",NA
"cellid_000002467-1",NA
"cellid_000002469-1",NA
"cellid_000002470-1","6"
"cellid_000002471-1",NA
"cellid_000002472-1",NA
"cellid_000002473-1",NA
"cellid_000002474-1",NA
"cellid_000002475-1",NA
"cellid_000002477-1",NA
"cellid_000002478-1",NA
"cellid_000002479-1",NA
"cellid_000002480-1",NA
"cellid_000002482-1",NA
"cellid_000002483-1",NA
"cellid_000002484-1",NA
"cellid_000002485-1","6"
"cellid_000002486-1",NA
"cellid_000002488-1",NA
"cellid_000002489-1",NA
"cellid_000002490-1",NA
"cellid_000002491-1",NA
"cellid_000002492-1",NA
"cellid_000002493-1",NA
"cellid_000002494-1",NA
"cellid_000002495-1",NA
"cellid_000002497-1",NA
"cellid_000002498-1",NA
"cellid_000002500-1",NA
"cellid_000002501-1",NA
"cellid_000002503-1",NA
