Barcode,Dissection
cellid_000114295-1,poa dissection
cellid_000114296-1,poa dissection
cellid_000114297-1,poa dissection
cellid_000114298-1,poa dissection
cellid_000114299-1,poa dissection
cellid_000114300-1,poa dissection
cellid_000114301-1,poa dissection
cellid_000114302-1,poa dissection
cellid_000114303-1,poa dissection
cellid_000114304-1,poa dissection
cellid_000114305-1,poa dissection
cellid_000114306-1,poa dissection
cellid_000114307-1,poa dissection
cellid_000114308-1,poa dissection
cellid_000114309-1,poa dissection
cellid_000114310-1,poa dissection
cellid_000114311-1,poa dissection
cellid_000114312-1,poa dissection
cellid_000114313-1,poa dissection
cellid_000114314-1,poa dissection
cellid_000114316-1,poa dissection
cellid_000114317-1,poa dissection
cellid_000114318-1,poa dissection
cellid_000114319-1,poa dissection
cellid_000114320-1,poa dissection
cellid_000114321-1,poa dissection
cellid_000114322-1,poa dissection
cellid_000114323-1,poa dissection
cellid_000114324-1,poa dissection
cellid_000114325-1,poa dissection
cellid_000114326-1,poa dissection
cellid_000114327-1,poa dissection
cellid_000114328-1,poa dissection
cellid_000114329-1,poa dissection
cellid_000114330-1,poa dissection
cellid_000114331-1,poa dissection
cellid_000114332-1,poa dissection
cellid_000114333-1,poa dissection
cellid_000114334-1,poa dissection
cellid_000114335-1,poa dissection
cellid_000114336-1,poa dissection
cellid_000114337-1,poa dissection
cellid_000114338-1,poa dissection
cellid_000114339-1,poa dissection
cellid_000114340-1,poa dissection
cellid_000114341-1,poa dissection
cellid_000114342-1,poa dissection
cellid_000114343-1,poa dissection
cellid_000114344-1,poa dissection
cellid_000114345-1,poa dissection
cellid_000114346-1,poa dissection
cellid_000114347-1,poa dissection
cellid_000114348-1,poa dissection
cellid_000114349-1,poa dissection
cellid_000114350-1,poa dissection
cellid_000114351-1,poa dissection
cellid_000114352-1,poa dissection
cellid_000114353-1,poa dissection
cellid_000114354-1,poa dissection
cellid_000114355-1,poa dissection
cellid_000114356-1,poa dissection
cellid_000114357-1,poa dissection
cellid_000114358-1,poa dissection
cellid_000114359-1,poa dissection
cellid_000114360-1,poa dissection
cellid_000114361-1,poa dissection
cellid_000114362-1,poa dissection
cellid_000114363-1,poa dissection
cellid_000114364-1,poa dissection
cellid_000114365-1,poa dissection
cellid_000114366-1,poa dissection
cellid_000114367-1,poa dissection
cellid_000114368-1,poa dissection
cellid_000114369-1,poa dissection
cellid_000114370-1,poa dissection
cellid_000114371-1,poa dissection
cellid_000114372-1,poa dissection
cellid_000114373-1,poa dissection
cellid_000114374-1,poa dissection
cellid_000114375-1,poa dissection
cellid_000114376-1,poa dissection
cellid_000114377-1,poa dissection
cellid_000114378-1,poa dissection
cellid_000114379-1,poa dissection
cellid_000114380-1,poa dissection
cellid_000114381-1,poa dissection
cellid_000114382-1,poa dissection
cellid_000114383-1,poa dissection
cellid_000114384-1,poa dissection
cellid_000114385-1,poa dissection
cellid_000114386-1,poa dissection
cellid_000114387-1,poa dissection
cellid_000114388-1,poa dissection
cellid_000114389-1,poa dissection
cellid_000114390-1,poa dissection
cellid_000114391-1,poa dissection
cellid_000114392-1,poa dissection
cellid_000114393-1,poa dissection
cellid_000114394-1,poa dissection
cellid_000114395-1,poa dissection
cellid_000114396-1,poa dissection
cellid_000114397-1,poa dissection
cellid_000114398-1,poa dissection
cellid_000114399-1,poa dissection
cellid_000114400-1,poa dissection
cellid_000114401-1,poa dissection
cellid_000114402-1,poa dissection
cellid_000114403-1,poa dissection
cellid_000114404-1,poa dissection
cellid_000114405-1,poa dissection
cellid_000114406-1,poa dissection
cellid_000114407-1,poa dissection
cellid_000114408-1,poa dissection
cellid_000114409-1,poa dissection
cellid_000114410-1,poa dissection
cellid_000114411-1,poa dissection
cellid_000114412-1,poa dissection
cellid_000114413-1,poa dissection
cellid_000114414-1,poa dissection
cellid_000114415-1,poa dissection
cellid_000114416-1,poa dissection
cellid_000114417-1,poa dissection
cellid_000114418-1,poa dissection
cellid_000114419-1,poa dissection
cellid_000114420-1,poa dissection
cellid_000114421-1,poa dissection
cellid_000114422-1,poa dissection
cellid_000114423-1,poa dissection
cellid_000114424-1,poa dissection
cellid_000114425-1,poa dissection
cellid_000114426-1,poa dissection
cellid_000114427-1,poa dissection
cellid_000114428-1,poa dissection
cellid_000114429-1,poa dissection
cellid_000114430-1,poa dissection
cellid_000114431-1,poa dissection
cellid_000114432-1,poa dissection
cellid_000114433-1,poa dissection
cellid_000114434-1,poa dissection
cellid_000114435-1,poa dissection
cellid_000114436-1,poa dissection
cellid_000114437-1,poa dissection
cellid_000114438-1,poa dissection
cellid_000114439-1,poa dissection
cellid_000114440-1,poa dissection
cellid_000114441-1,poa dissection
cellid_000114442-1,poa dissection
cellid_000114443-1,poa dissection
cellid_000114444-1,poa dissection
cellid_000114445-1,poa dissection
cellid_000114446-1,poa dissection
cellid_000114447-1,poa dissection
cellid_000114448-1,poa dissection
cellid_000114449-1,poa dissection
cellid_000114450-1,poa dissection
cellid_000114451-1,poa dissection
cellid_000114452-1,poa dissection
cellid_000114453-1,poa dissection
cellid_000114454-1,poa dissection
cellid_000114455-1,poa dissection
cellid_000114456-1,poa dissection
cellid_000114457-1,poa dissection
cellid_000114458-1,poa dissection
cellid_000114459-1,poa dissection
cellid_000114460-1,poa dissection
cellid_000114461-1,poa dissection
cellid_000114462-1,poa dissection
cellid_000114463-1,poa dissection
cellid_000114464-1,poa dissection
cellid_000114465-1,poa dissection
cellid_000114466-1,poa dissection
cellid_000114467-1,poa dissection
cellid_000114468-1,poa dissection
cellid_000114469-1,poa dissection
cellid_000114470-1,poa dissection
cellid_000114471-1,poa dissection
cellid_000114472-1,poa dissection
cellid_000114473-1,poa dissection
cellid_000114474-1,poa dissection
cellid_000114475-1,poa dissection
cellid_000114476-1,poa dissection
cellid_000114477-1,poa dissection
cellid_000114478-1,poa dissection
cellid_000114479-1,poa dissection
cellid_000114480-1,poa dissection
cellid_000114481-1,poa dissection
cellid_000114482-1,poa dissection
cellid_000114483-1,poa dissection
cellid_000114484-1,poa dissection
cellid_000114485-1,poa dissection
cellid_000114486-1,poa dissection
cellid_000114487-1,poa dissection
cellid_000114488-1,poa dissection
cellid_000114489-1,poa dissection
cellid_000114490-1,poa dissection
cellid_000114491-1,poa dissection
cellid_000114492-1,poa dissection
cellid_000114494-1,poa dissection
cellid_000114495-1,poa dissection
cellid_000114496-1,poa dissection
cellid_000114497-1,poa dissection
cellid_000114498-1,poa dissection
cellid_000114499-1,poa dissection
cellid_000114500-1,poa dissection
cellid_000114501-1,poa dissection
cellid_000114503-1,poa dissection
cellid_000114504-1,poa dissection
cellid_000114505-1,poa dissection
cellid_000114506-1,poa dissection
cellid_000114507-1,poa dissection
cellid_000114508-1,poa dissection
cellid_000114509-1,poa dissection
cellid_000114510-1,poa dissection
cellid_000114511-1,poa dissection
cellid_000114512-1,poa dissection
cellid_000114513-1,poa dissection
cellid_000114514-1,poa dissection
cellid_000114515-1,poa dissection
cellid_000114516-1,poa dissection
cellid_000114517-1,poa dissection
cellid_000114518-1,poa dissection
cellid_000114519-1,poa dissection
cellid_000114520-1,poa dissection
cellid_000114521-1,poa dissection
cellid_000114522-1,poa dissection
cellid_000114523-1,poa dissection
cellid_000114524-1,poa dissection
cellid_000114525-1,poa dissection
cellid_000114526-1,poa dissection
cellid_000114527-1,poa dissection
cellid_000114528-1,poa dissection
cellid_000114529-1,poa dissection
cellid_000114530-1,poa dissection
cellid_000114531-1,poa dissection
cellid_000114532-1,poa dissection
cellid_000114533-1,poa dissection
cellid_000114534-1,poa dissection
cellid_000114535-1,poa dissection
cellid_000114536-1,poa dissection
cellid_000114537-1,poa dissection
cellid_000114538-1,poa dissection
cellid_000114539-1,poa dissection
cellid_000114540-1,poa dissection
cellid_000114541-1,poa dissection
cellid_000114542-1,poa dissection
cellid_000114543-1,poa dissection
cellid_000114544-1,poa dissection
cellid_000114545-1,poa dissection
cellid_000114546-1,poa dissection
cellid_000114547-1,poa dissection
cellid_000114548-1,poa dissection
cellid_000114549-1,poa dissection
cellid_000114550-1,poa dissection
cellid_000114551-1,poa dissection
cellid_000114552-1,poa dissection
cellid_000114553-1,poa dissection
cellid_000114554-1,poa dissection
cellid_000114555-1,poa dissection
cellid_000114556-1,poa dissection
cellid_000114557-1,poa dissection
cellid_000114558-1,poa dissection
cellid_000114559-1,poa dissection
cellid_000114560-1,poa dissection
cellid_000114561-1,poa dissection
cellid_000114562-1,poa dissection
cellid_000114563-1,poa dissection
cellid_000114564-1,poa dissection
cellid_000114565-1,poa dissection
cellid_000114566-1,poa dissection
cellid_000114567-1,poa dissection
cellid_000114568-1,poa dissection
cellid_000114569-1,poa dissection
cellid_000114570-1,poa dissection
cellid_000114571-1,poa dissection
cellid_000114572-1,poa dissection
cellid_000114573-1,poa dissection
cellid_000114574-1,poa dissection
cellid_000114575-1,poa dissection
cellid_000114576-1,poa dissection
cellid_000114577-1,poa dissection
cellid_000114578-1,poa dissection
cellid_000114579-1,poa dissection
cellid_000114580-1,poa dissection
cellid_000114581-1,poa dissection
cellid_000114582-1,poa dissection
cellid_000114583-1,poa dissection
cellid_000114584-1,poa dissection
cellid_000114585-1,poa dissection
cellid_000114586-1,poa dissection
cellid_000114587-1,poa dissection
cellid_000114588-1,poa dissection
cellid_000114589-1,poa dissection
cellid_000114590-1,poa dissection
cellid_000114591-1,poa dissection
cellid_000114593-1,poa dissection
cellid_000114594-1,poa dissection
cellid_000114595-1,poa dissection
cellid_000114596-1,poa dissection
cellid_000114597-1,poa dissection
cellid_000114598-1,poa dissection
cellid_000114599-1,poa dissection
cellid_000114600-1,poa dissection
cellid_000114601-1,poa dissection
cellid_000114602-1,poa dissection
cellid_000114603-1,poa dissection
cellid_000114604-1,poa dissection
cellid_000114605-1,poa dissection
cellid_000114606-1,poa dissection
cellid_000114607-1,poa dissection
cellid_000114608-1,poa dissection
cellid_000114609-1,poa dissection
cellid_000114610-1,poa dissection
cellid_000114611-1,poa dissection
cellid_000114612-1,poa dissection
cellid_000114613-1,poa dissection
cellid_000114614-1,poa dissection
cellid_000114615-1,poa dissection
cellid_000114616-1,poa dissection
cellid_000114617-1,poa dissection
cellid_000114618-1,poa dissection
cellid_000114619-1,poa dissection
cellid_000114620-1,poa dissection
cellid_000114621-1,poa dissection
cellid_000114622-1,poa dissection
cellid_000114623-1,poa dissection
cellid_000114624-1,poa dissection
cellid_000114625-1,poa dissection
cellid_000114626-1,poa dissection
cellid_000114627-1,poa dissection
cellid_000114628-1,poa dissection
cellid_000114629-1,poa dissection
cellid_000114630-1,poa dissection
cellid_000114631-1,poa dissection
cellid_000114632-1,poa dissection
cellid_000114633-1,poa dissection
cellid_000114634-1,poa dissection
cellid_000114636-1,poa dissection
cellid_000114637-1,poa dissection
cellid_000114638-1,poa dissection
cellid_000114639-1,poa dissection
cellid_000114640-1,poa dissection
cellid_000114641-1,poa dissection
cellid_000114642-1,poa dissection
cellid_000114643-1,poa dissection
cellid_000114644-1,poa dissection
cellid_000114645-1,poa dissection
cellid_000114646-1,poa dissection
cellid_000114647-1,poa dissection
cellid_000114648-1,poa dissection
cellid_000114649-1,poa dissection
cellid_000114650-1,poa dissection
cellid_000114651-1,poa dissection
cellid_000114652-1,poa dissection
cellid_000114653-1,poa dissection
cellid_000114654-1,poa dissection
cellid_000114655-1,poa dissection
cellid_000114656-1,poa dissection
cellid_000114657-1,poa dissection
cellid_000114658-1,poa dissection
cellid_000114659-1,poa dissection
cellid_000114660-1,poa dissection
cellid_000114661-1,poa dissection
cellid_000114662-1,poa dissection
cellid_000114663-1,poa dissection
cellid_000114664-1,poa dissection
cellid_000114665-1,poa dissection
cellid_000114666-1,poa dissection
cellid_000114667-1,poa dissection
cellid_000114668-1,poa dissection
cellid_000114669-1,poa dissection
cellid_000114670-1,poa dissection
cellid_000114671-1,poa dissection
cellid_000114672-1,poa dissection
cellid_000114673-1,poa dissection
cellid_000114674-1,poa dissection
cellid_000114675-1,poa dissection
cellid_000114676-1,poa dissection
cellid_000114677-1,poa dissection
cellid_000114678-1,poa dissection
cellid_000114679-1,poa dissection
cellid_000114680-1,poa dissection
cellid_000114682-1,poa dissection
cellid_000114683-1,poa dissection
cellid_000114684-1,poa dissection
cellid_000114685-1,poa dissection
cellid_000114686-1,poa dissection
cellid_000114687-1,poa dissection
cellid_000114688-1,poa dissection
cellid_000114689-1,poa dissection
cellid_000114690-1,poa dissection
cellid_000114691-1,poa dissection
cellid_000114692-1,poa dissection
cellid_000114693-1,poa dissection
cellid_000114694-1,poa dissection
cellid_000114695-1,poa dissection
cellid_000114696-1,poa dissection
cellid_000114697-1,poa dissection
cellid_000114698-1,poa dissection
cellid_000114699-1,poa dissection
cellid_000114700-1,poa dissection
cellid_000114701-1,poa dissection
cellid_000114702-1,poa dissection
cellid_000114703-1,poa dissection
cellid_000114704-1,poa dissection
cellid_000114705-1,poa dissection
cellid_000114706-1,poa dissection
cellid_000114707-1,poa dissection
cellid_000114708-1,poa dissection
cellid_000114709-1,poa dissection
cellid_000114710-1,poa dissection
cellid_000114711-1,poa dissection
cellid_000114712-1,poa dissection
cellid_000114714-1,poa dissection
cellid_000114715-1,poa dissection
cellid_000114716-1,poa dissection
cellid_000114717-1,poa dissection
cellid_000114718-1,poa dissection
cellid_000114719-1,poa dissection
cellid_000114720-1,poa dissection
cellid_000114721-1,poa dissection
cellid_000114723-1,poa dissection
cellid_000114724-1,poa dissection
cellid_000114725-1,poa dissection
cellid_000114726-1,poa dissection
cellid_000114727-1,poa dissection
cellid_000114728-1,poa dissection
cellid_000114729-1,poa dissection
cellid_000114731-1,poa dissection
cellid_000114732-1,poa dissection
cellid_000114733-1,poa dissection
cellid_000114734-1,poa dissection
cellid_000114735-1,poa dissection
cellid_000114736-1,poa dissection
cellid_000114737-1,poa dissection
cellid_000114738-1,poa dissection
cellid_000114739-1,poa dissection
cellid_000114740-1,poa dissection
cellid_000114741-1,poa dissection
cellid_000114742-1,poa dissection
cellid_000114743-1,poa dissection
cellid_000114744-1,poa dissection
cellid_000114745-1,poa dissection
cellid_000114746-1,poa dissection
cellid_000114747-1,poa dissection
cellid_000114748-1,poa dissection
cellid_000114749-1,poa dissection
cellid_000114750-1,poa dissection
cellid_000114751-1,poa dissection
cellid_000114752-1,poa dissection
cellid_000114753-1,poa dissection
cellid_000114754-1,poa dissection
cellid_000114755-1,poa dissection
